time_s,time_min,depth_m,fluid,share,source
3.959,0.066,4530.0,钻井液,1.0,1D_casing
3.959,0.066,4560.0,钻井液,1.0,1D_casing
3.959,0.066,4590.0,钻井液,1.0,1D_casing
3.959,0.066,4620.0,钻井液,1.0,1D_casing
3.959,0.066,4650.0,钻井液,1.0,1D_casing
3.959,0.066,4680.0,钻井液,1.0,1D_casing
3.959,0.066,4710.0,钻井液,1.0,1D_casing
3.959,0.066,4740.0,钻井液,1.0,1D_casing
3.959,0.066,4770.0,钻井液,1.0,1D_casing
3.959,0.066,4800.0,钻井液,1.0,1D_casing
3.959,0.066,4830.0,钻井液,1.0,1D_casing
3.959,0.066,4860.0,钻井液,1.0,1D_casing
3.959,0.066,4890.0,钻井液,1.0,1D_casing
3.959,0.066,4920.0,钻井液,1.0,1D_casing
3.959,0.066,4950.0,钻井液,1.0,1D_casing
3.959,0.066,4980.0,钻井液,1.0,1D_casing
3.959,0.066,5010.0,钻井液,1.0,1D_casing
3.959,0.066,5040.0,钻井液,1.0,1D_casing
3.959,0.066,5070.0,钻井液,1.0,1D_casing
3.959,0.066,5100.0,钻井液,1.0,1D_casing
3.959,0.066,5130.0,钻井液,1.0,1D_casing
3.959,0.066,5160.0,钻井液,1.0,1D_casing
3.959,0.066,5190.0,钻井液,1.0,1D_casing
3.959,0.066,5220.0,钻井液,1.0,1D_casing
3.959,0.066,5250.0,lead,0.0,2D_annulus
3.959,0.066,5250.0,tail,0.0,2D_annulus
3.959,0.066,5250.0,spacer,0.0,2D_annulus
3.959,0.066,5250.0,mud,1.0,2D_annulus
3.959,0.066,5280.0,lead,0.0,2D_annulus
3.959,0.066,5280.0,tail,0.0,2D_annulus
3.959,0.066,5280.0,spacer,0.0,2D_annulus
3.959,0.066,5280.0,mud,1.0,2D_annulus
3.959,0.066,5310.0,lead,0.0,2D_annulus
3.959,0.066,5310.0,tail,0.0,2D_annulus
3.959,0.066,5310.0,spacer,0.0,2D_annulus
3.959,0.066,5310.0,mud,1.0,2D_annulus
3.959,0.066,5340.0,lead,0.0,2D_annulus
3.959,0.066,5340.0,tail,0.0,2D_annulus
3.959,0.066,5340.0,spacer,0.0,2D_annulus
3.959,0.066,5340.0,mud,1.0,2D_annulus
3.959,0.066,5370.0,lead,0.0,2D_annulus
3.959,0.066,5370.0,tail,0.0,2D_annulus
3.959,0.066,5370.0,spacer,0.0,2D_annulus
3.959,0.066,5370.0,mud,1.0,2D_annulus
3.959,0.066,5400.0,lead,0.0,2D_annulus
3.959,0.066,5400.0,tail,0.0,2D_annulus
3.959,0.066,5400.0,spacer,0.0,2D_annulus
3.959,0.066,5400.0,mud,1.0,2D_annulus
3.959,0.066,5430.0,lead,0.0,2D_annulus
3.959,0.066,5430.0,tail,0.0,2D_annulus
3.959,0.066,5430.0,spacer,0.0,2D_annulus
3.959,0.066,5430.0,mud,1.0,2D_annulus
3.959,0.066,5460.0,lead,0.0,2D_annulus
3.959,0.066,5460.0,tail,0.0,2D_annulus
3.959,0.066,5460.0,spacer,0.0,2D_annulus
3.959,0.066,5460.0,mud,1.0,2D_annulus
3.959,0.066,5490.0,lead,0.0,2D_annulus
3.959,0.066,5490.0,tail,0.0,2D_annulus
3.959,0.066,5490.0,spacer,0.0,2D_annulus
3.959,0.066,5490.0,mud,1.0,2D_annulus
3.959,0.066,5520.0,lead,0.0,2D_annulus
3.959,0.066,5520.0,tail,0.0,2D_annulus
3.959,0.066,5520.0,spacer,0.0,2D_annulus
3.959,0.066,5520.0,mud,1.0,2D_annulus
3.959,0.066,5550.0,lead,0.0,2D_annulus
3.959,0.066,5550.0,tail,0.0,2D_annulus
3.959,0.066,5550.0,spacer,0.0,2D_annulus
3.959,0.066,5550.0,mud,1.0,2D_annulus
3.959,0.066,5580.0,lead,0.0,2D_annulus
3.959,0.066,5580.0,tail,0.0,2D_annulus
3.959,0.066,5580.0,spacer,0.0,2D_annulus
3.959,0.066,5580.0,mud,1.0,2D_annulus
3.959,0.066,5610.0,lead,0.0,2D_annulus
3.959,0.066,5610.0,tail,0.0,2D_annulus
3.959,0.066,5610.0,spacer,0.0,2D_annulus
3.959,0.066,5610.0,mud,1.0,2D_annulus
3.959,0.066,5640.0,lead,0.0,2D_annulus
3.959,0.066,5640.0,tail,0.0,2D_annulus
3.959,0.066,5640.0,spacer,0.0,2D_annulus
3.959,0.066,5640.0,mud,1.0,2D_annulus
3.959,0.066,5670.0,lead,0.0,2D_annulus
3.959,0.066,5670.0,tail,0.0,2D_annulus
3.959,0.066,5670.0,spacer,0.0,2D_annulus
3.959,0.066,5670.0,mud,1.0,2D_annulus
3.959,0.066,5700.0,lead,0.0,2D_annulus
3.959,0.066,5700.0,tail,0.0,2D_annulus
3.959,0.066,5700.0,spacer,0.0,2D_annulus
3.959,0.066,5700.0,mud,1.0,2D_annulus
3.959,0.066,5730.0,lead,0.0,2D_annulus
3.959,0.066,5730.0,tail,0.0,2D_annulus
3.959,0.066,5730.0,spacer,0.0,2D_annulus
3.959,0.066,5730.0,mud,1.0,2D_annulus
3.959,0.066,5760.0,lead,0.0,2D_annulus
3.959,0.066,5760.0,tail,0.0,2D_annulus
3.959,0.066,5760.0,spacer,0.0,2D_annulus
3.959,0.066,5760.0,mud,1.0,2D_annulus
3.959,0.066,5790.0,lead,0.0,2D_annulus
3.959,0.066,5790.0,tail,0.0,2D_annulus
3.959,0.066,5790.0,spacer,0.0,2D_annulus
3.959,0.066,5790.0,mud,1.0,2D_annulus
3.959,0.066,5820.0,lead,0.0,2D_annulus
3.959,0.066,5820.0,tail,0.0,2D_annulus
3.959,0.066,5820.0,spacer,0.0,2D_annulus
3.959,0.066,5820.0,mud,1.0,2D_annulus
3.959,0.066,5850.0,lead,0.0,2D_annulus
3.959,0.066,5850.0,tail,0.0,2D_annulus
3.959,0.066,5850.0,spacer,0.0,2D_annulus
3.959,0.066,5850.0,mud,1.0,2D_annulus
3.959,0.066,5880.0,lead,0.0,2D_annulus
3.959,0.066,5880.0,tail,0.0,2D_annulus
3.959,0.066,5880.0,spacer,0.0,2D_annulus
3.959,0.066,5880.0,mud,1.0,2D_annulus
3.959,0.066,5910.0,lead,0.0,2D_annulus
3.959,0.066,5910.0,tail,0.0,2D_annulus
3.959,0.066,5910.0,spacer,0.0,2D_annulus
3.959,0.066,5910.0,mud,1.0,2D_annulus
3.959,0.066,5940.0,lead,0.0,2D_annulus
3.959,0.066,5940.0,tail,0.0,2D_annulus
3.959,0.066,5940.0,spacer,0.0,2D_annulus
3.959,0.066,5940.0,mud,1.0,2D_annulus
3.959,0.066,5970.0,lead,0.0,2D_annulus
3.959,0.066,5970.0,tail,0.0,2D_annulus
3.959,0.066,5970.0,spacer,0.0,2D_annulus
3.959,0.066,5970.0,mud,1.0,2D_annulus
3.959,0.066,6000.0,lead,0.0,2D_annulus
3.959,0.066,6000.0,tail,0.0,2D_annulus
3.959,0.066,6000.0,spacer,0.0,2D_annulus
3.959,0.066,6000.0,mud,1.0,2D_annulus
3.959,0.066,6030.0,lead,0.0,2D_annulus
3.959,0.066,6030.0,tail,0.0,2D_annulus
3.959,0.066,6030.0,spacer,0.0,2D_annulus
3.959,0.066,6030.0,mud,1.0,2D_annulus
3.959,0.066,6060.0,lead,0.0,2D_annulus
3.959,0.066,6060.0,tail,0.0,2D_annulus
3.959,0.066,6060.0,spacer,0.0,2D_annulus
3.959,0.066,6060.0,mud,1.0,2D_annulus
3.959,0.066,6090.0,lead,0.0,2D_annulus
3.959,0.066,6090.0,tail,0.0,2D_annulus
3.959,0.066,6090.0,spacer,0.0,2D_annulus
3.959,0.066,6090.0,mud,1.0,2D_annulus
3.959,0.066,6120.0,lead,0.0,2D_annulus
3.959,0.066,6120.0,tail,0.0,2D_annulus
3.959,0.066,6120.0,spacer,0.0,2D_annulus
3.959,0.066,6120.0,mud,1.0,2D_annulus
3.959,0.066,6150.0,lead,0.0,2D_annulus
3.959,0.066,6150.0,tail,0.0,2D_annulus
3.959,0.066,6150.0,spacer,0.0,2D_annulus
3.959,0.066,6150.0,mud,1.0,2D_annulus
3.959,0.066,6180.0,lead,0.0,2D_annulus
3.959,0.066,6180.0,tail,0.0,2D_annulus
3.959,0.066,6180.0,spacer,0.0,2D_annulus
3.959,0.066,6180.0,mud,1.0,2D_annulus
3.959,0.066,6210.0,lead,0.0,2D_annulus
3.959,0.066,6210.0,tail,0.0,2D_annulus
3.959,0.066,6210.0,spacer,0.0,2D_annulus
3.959,0.066,6210.0,mud,1.0,2D_annulus
3.959,0.066,6240.0,lead,0.0,2D_annulus
3.959,0.066,6240.0,tail,0.0,2D_annulus
3.959,0.066,6240.0,spacer,0.0,2D_annulus
3.959,0.066,6240.0,mud,1.0,2D_annulus
3.959,0.066,6270.0,lead,0.0,2D_annulus
3.959,0.066,6270.0,tail,0.0,2D_annulus
3.959,0.066,6270.0,spacer,0.0,2D_annulus
3.959,0.066,6270.0,mud,1.0,2D_annulus
3.959,0.066,6300.0,lead,0.0,2D_annulus
3.959,0.066,6300.0,tail,0.0,2D_annulus
3.959,0.066,6300.0,spacer,0.0,2D_annulus
3.959,0.066,6300.0,mud,1.0,2D_annulus
3.959,0.066,6330.0,lead,0.0,2D_annulus
3.959,0.066,6330.0,tail,0.0,2D_annulus
3.959,0.066,6330.0,spacer,0.0,2D_annulus
3.959,0.066,6330.0,mud,1.0,2D_annulus
3.959,0.066,6360.0,lead,0.0,2D_annulus
3.959,0.066,6360.0,tail,0.0,2D_annulus
3.959,0.066,6360.0,spacer,0.0,2D_annulus
3.959,0.066,6360.0,mud,1.0,2D_annulus
3.959,0.066,6390.0,lead,0.0,2D_annulus
3.959,0.066,6390.0,tail,0.0,2D_annulus
3.959,0.066,6390.0,spacer,0.0,2D_annulus
3.959,0.066,6390.0,mud,1.0,2D_annulus
3.959,0.066,6420.0,lead,0.0,2D_annulus
3.959,0.066,6420.0,tail,0.0,2D_annulus
3.959,0.066,6420.0,spacer,0.0,2D_annulus
3.959,0.066,6420.0,mud,1.0,2D_annulus
3.959,0.066,6450.0,lead,0.0,2D_annulus
3.959,0.066,6450.0,tail,0.0,2D_annulus
3.959,0.066,6450.0,spacer,0.0,2D_annulus
3.959,0.066,6450.0,mud,1.0,2D_annulus
3.959,0.066,6480.0,lead,0.0,2D_annulus
3.959,0.066,6480.0,tail,0.0,2D_annulus
3.959,0.066,6480.0,spacer,0.0,2D_annulus
3.959,0.066,6480.0,mud,1.0,2D_annulus
3.959,0.066,6510.0,lead,0.0,2D_annulus
3.959,0.066,6510.0,tail,0.0,2D_annulus
3.959,0.066,6510.0,spacer,0.0,2D_annulus
3.959,0.066,6510.0,mud,1.0,2D_annulus
3.959,0.066,6540.0,lead,0.0,2D_annulus
3.959,0.066,6540.0,tail,0.0,2D_annulus
3.959,0.066,6540.0,spacer,0.0,2D_annulus
3.959,0.066,6540.0,mud,1.0,2D_annulus
3.959,0.066,6570.0,lead,0.0,2D_annulus
3.959,0.066,6570.0,tail,0.0,2D_annulus
3.959,0.066,6570.0,spacer,0.0,2D_annulus
3.959,0.066,6570.0,mud,1.0,2D_annulus
3.959,0.066,6600.0,lead,0.0,2D_annulus
3.959,0.066,6600.0,tail,0.0,2D_annulus
3.959,0.066,6600.0,spacer,0.0,2D_annulus
3.959,0.066,6600.0,mud,1.0,2D_annulus
3.959,0.066,6630.0,lead,0.0,2D_annulus
3.959,0.066,6630.0,tail,0.0,2D_annulus
3.959,0.066,6630.0,spacer,0.0,2D_annulus
3.959,0.066,6630.0,mud,1.0,2D_annulus
3.959,0.066,6660.0,lead,0.0,2D_annulus
3.959,0.066,6660.0,tail,0.0,2D_annulus
3.959,0.066,6660.0,spacer,0.0,2D_annulus
3.959,0.066,6660.0,mud,1.0,2D_annulus
3.959,0.066,6690.0,lead,0.0,2D_annulus
3.959,0.066,6690.0,tail,0.0,2D_annulus
3.959,0.066,6690.0,spacer,0.0,2D_annulus
3.959,0.066,6690.0,mud,1.0,2D_annulus
3.959,0.066,6720.0,lead,0.0,2D_annulus
3.959,0.066,6720.0,tail,0.0,2D_annulus
3.959,0.066,6720.0,spacer,0.0,2D_annulus
3.959,0.066,6720.0,mud,1.0,2D_annulus
3.959,0.066,6750.0,lead,0.0,2D_annulus
3.959,0.066,6750.0,tail,0.0,2D_annulus
3.959,0.066,6750.0,spacer,0.0,2D_annulus
3.959,0.066,6750.0,mud,1.0,2D_annulus
3.959,0.066,6780.0,lead,0.0,2D_annulus
3.959,0.066,6780.0,tail,0.0,2D_annulus
3.959,0.066,6780.0,spacer,0.0,2D_annulus
3.959,0.066,6780.0,mud,1.0,2D_annulus
3.959,0.066,6810.0,lead,0.0,2D_annulus
3.959,0.066,6810.0,tail,0.0,2D_annulus
3.959,0.066,6810.0,spacer,0.0,2D_annulus
3.959,0.066,6810.0,mud,1.0,2D_annulus
3.959,0.066,6840.0,lead,0.0,2D_annulus
3.959,0.066,6840.0,tail,0.0,2D_annulus
3.959,0.066,6840.0,spacer,0.0,2D_annulus
3.959,0.066,6840.0,mud,1.0,2D_annulus
3.959,0.066,6870.0,lead,0.0,2D_annulus
3.959,0.066,6870.0,tail,0.0,2D_annulus
3.959,0.066,6870.0,spacer,0.0,2D_annulus
3.959,0.066,6870.0,mud,1.0,2D_annulus
3.959,0.066,6900.0,lead,0.0,2D_annulus
3.959,0.066,6900.0,tail,0.0,2D_annulus
3.959,0.066,6900.0,spacer,0.0,2D_annulus
3.959,0.066,6900.0,mud,1.0,2D_annulus
3.959,0.066,6930.0,lead,0.0,2D_annulus
3.959,0.066,6930.0,tail,0.0,2D_annulus
3.959,0.066,6930.0,spacer,0.0,2D_annulus
3.959,0.066,6930.0,mud,1.0,2D_annulus
3.959,0.066,6960.0,lead,0.0,2D_annulus
3.959,0.066,6960.0,tail,0.0,2D_annulus
3.959,0.066,6960.0,spacer,0.0,2D_annulus
3.959,0.066,6960.0,mud,1.0,2D_annulus
3.959,0.066,6990.0,lead,0.0,2D_annulus
3.959,0.066,6990.0,tail,0.0,2D_annulus
3.959,0.066,6990.0,spacer,0.0,2D_annulus
3.959,0.066,6990.0,mud,1.0,2D_annulus
3.959,0.066,7020.0,lead,0.0,2D_annulus
3.959,0.066,7020.0,tail,0.0,2D_annulus
3.959,0.066,7020.0,spacer,0.0,2D_annulus
3.959,0.066,7020.0,mud,1.0,2D_annulus
3.959,0.066,7050.0,lead,0.0,2D_annulus
3.959,0.066,7050.0,tail,0.0,2D_annulus
3.959,0.066,7050.0,spacer,0.0,2D_annulus
3.959,0.066,7050.0,mud,1.0,2D_annulus
3.959,0.066,7080.0,lead,0.0,2D_annulus
3.959,0.066,7080.0,tail,0.0,2D_annulus
3.959,0.066,7080.0,spacer,0.0,2D_annulus
3.959,0.066,7080.0,mud,1.0,2D_annulus
3.959,0.066,7110.0,lead,0.0,2D_annulus
3.959,0.066,7110.0,tail,0.0,2D_annulus
3.959,0.066,7110.0,spacer,0.0,2D_annulus
3.959,0.066,7110.0,mud,1.0,2D_annulus
3.959,0.066,7140.0,lead,0.0,2D_annulus
3.959,0.066,7140.0,tail,0.0,2D_annulus
3.959,0.066,7140.0,spacer,0.0,2D_annulus
3.959,0.066,7140.0,mud,1.0,2D_annulus
3.959,0.066,7170.0,lead,0.0,2D_annulus
3.959,0.066,7170.0,tail,0.0,2D_annulus
3.959,0.066,7170.0,spacer,0.0,2D_annulus
3.959,0.066,7170.0,mud,1.0,2D_annulus
3.959,0.066,7200.0,lead,0.0,2D_annulus
3.959,0.066,7200.0,tail,0.0,2D_annulus
3.959,0.066,7200.0,spacer,0.0,2D_annulus
3.959,0.066,7200.0,mud,1.0,2D_annulus
3.959,0.066,7230.0,lead,0.0,2D_annulus
3.959,0.066,7230.0,tail,0.0,2D_annulus
3.959,0.066,7230.0,spacer,0.0,2D_annulus
3.959,0.066,7230.0,mud,1.0,2D_annulus
3.959,0.066,7260.0,lead,0.0,2D_annulus
3.959,0.066,7260.0,tail,0.0,2D_annulus
3.959,0.066,7260.0,spacer,0.0,2D_annulus
3.959,0.066,7260.0,mud,1.0,2D_annulus
3.959,0.066,7290.0,lead,0.0,2D_annulus
3.959,0.066,7290.0,tail,0.0,2D_annulus
3.959,0.066,7290.0,spacer,0.0,2D_annulus
3.959,0.066,7290.0,mud,1.0,2D_annulus
3.959,0.066,7320.0,lead,0.0,2D_annulus
3.959,0.066,7320.0,tail,0.0,2D_annulus
3.959,0.066,7320.0,spacer,0.0,2D_annulus
3.959,0.066,7320.0,mud,1.0,2D_annulus
3.959,0.066,7350.0,lead,0.0,2D_annulus
3.959,0.066,7350.0,tail,0.0,2D_annulus
3.959,0.066,7350.0,spacer,0.0,2D_annulus
3.959,0.066,7350.0,mud,1.0,2D_annulus
3.959,0.066,7380.0,lead,0.0,2D_annulus
3.959,0.066,7380.0,tail,0.0,2D_annulus
3.959,0.066,7380.0,spacer,0.0,2D_annulus
3.959,0.066,7380.0,mud,1.0,2D_annulus
3.959,0.066,7410.0,lead,0.0,2D_annulus
3.959,0.066,7410.0,tail,0.0,2D_annulus
3.959,0.066,7410.0,spacer,0.0,2D_annulus
3.959,0.066,7410.0,mud,1.0,2D_annulus
3.959,0.066,7440.0,lead,0.0,2D_annulus
3.959,0.066,7440.0,tail,0.0,2D_annulus
3.959,0.066,7440.0,spacer,0.0,2D_annulus
3.959,0.066,7440.0,mud,1.0,2D_annulus
3.959,0.066,7470.0,lead,0.0,2D_annulus
3.959,0.066,7470.0,tail,0.0,2D_annulus
3.959,0.066,7470.0,spacer,0.0,2D_annulus
3.959,0.066,7470.0,mud,1.0,2D_annulus
3.959,0.066,7500.0,lead,0.0,2D_annulus
3.959,0.066,7500.0,tail,0.0,2D_annulus
3.959,0.066,7500.0,spacer,0.0,2D_annulus
3.959,0.066,7500.0,mud,1.0,2D_annulus
3.959,0.066,7530.0,lead,0.0,2D_annulus
3.959,0.066,7530.0,tail,0.0,2D_annulus
3.959,0.066,7530.0,spacer,0.0,2D_annulus
3.959,0.066,7530.0,mud,1.0,2D_annulus
3.959,0.066,7560.0,lead,0.0,2D_annulus
3.959,0.066,7560.0,tail,0.0,2D_annulus
3.959,0.066,7560.0,spacer,0.0,2D_annulus
3.959,0.066,7560.0,mud,1.0,2D_annulus
3.959,0.066,7590.0,lead,0.0,2D_annulus
3.959,0.066,7590.0,tail,0.0,2D_annulus
3.959,0.066,7590.0,spacer,0.0,2D_annulus
3.959,0.066,7590.0,mud,1.0,2D_annulus
3.959,0.066,7620.0,lead,0.0,2D_annulus
3.959,0.066,7620.0,tail,0.0,2D_annulus
3.959,0.066,7620.0,spacer,0.0,2D_annulus
3.959,0.066,7620.0,mud,1.0,2D_annulus
3.959,0.066,7650.0,lead,0.0,2D_annulus
3.959,0.066,7650.0,tail,0.0,2D_annulus
3.959,0.066,7650.0,spacer,0.0,2D_annulus
3.959,0.066,7650.0,mud,1.0,2D_annulus
3.959,0.066,7660.0,lead,0.0,2D_annulus
3.959,0.066,7660.0,tail,0.0,2D_annulus
3.959,0.066,7660.0,spacer,0.0,2D_annulus
3.959,0.066,7660.0,mud,1.0,2D_annulus
134.695,2.2449,30.0,先导浆,1.0,1D_casing
134.695,2.2449,60.0,先导浆,1.0,1D_casing
134.695,2.2449,90.0,先导浆,1.0,1D_casing
134.695,2.2449,120.0,先导浆,1.0,1D_casing
134.695,2.2449,150.0,先导浆,1.0,1D_casing
134.695,2.2449,180.0,先导浆,1.0,1D_casing
