depth_md_m,quality_proxy,quality_proxy_pct,simulated_effective_efficiency,simulated_minus_cbl_proxy
6490,0.959,95.9,0.8917695863513858,-0.06723041364861415
6500,0.963,96.3,0.8932612290813589,-0.06973877091864111
6510,0.956,95.6,0.8941159261216509,-0.061884073878349044
6520,0.952,95.2,0.8946810327479325,-0.05731896725206742
6530,0.956,95.6,0.8950973354370391,-0.060902664562960895
6540,0.952,95.2,0.895441172153215,-0.05655882784678501
6550,0.963,96.3,0.8957479726212376,-0.06725202737876235
6560,0.952,95.2,0.8960438048331444,-0.05595619516685557
6570,0.956,95.6,0.8964458529882655,-0.05955414701173445
6580,0.948,94.8,0.8987126179063178,-0.04928738209368211
6590,0.952,95.2,0.9051744912413706,-0.04682550875862934
6600,0.959,95.9,0.9085899291793129,-0.05041007082068705
6610,0.963,96.3,0.9101527326281125,-0.052847267371887496
6620,0.963,96.3,0.9110757828446852,-0.05192421715531481
6630,0.952,95.2,0.911697948745318,-0.040302051254682
6640,0.956,95.6,0.9121532222338504,-0.043846777766149536
6650,0.952,95.2,0.9125139183495641,-0.03948608165043588
6660,0.959,95.9,0.9128129365612662,-0.0461870634387338
6670,0.952,95.2,0.9130792474440775,-0.03892075255592242
6680,0.948,94.8,0.9133532114702431,-0.03464678852975689
6690,0.956,95.6,0.9137486577086522,-0.04225134229134775
6700,0.963,96.3,0.9152576322052735,-0.047742367794726515
6710,0.956,95.6,0.9202799132614125,-0.03572008673858751
6720,0.952,95.2,0.924466600629875,-0.027533399370125
6730,0.963,96.3,0.9265355363154026,-0.036464463684597326
6740,0.956,95.6,0.927751216812016,-0.02824878318798396
6750,0.959,95.9,0.9286255037226661,-0.030374496277333907
6760,0.959,95.9,0.9293712248501962,-0.029628775149803777
6770,0.959,95.9,0.9317593313305509,-0.027240668669449075
6780,0.948,94.8,0.9452672358584208,-0.0027327641415791915
6790,0.967,96.7,0.9602594550272731,-0.006740544972726914
6800,0.93,93.0,0.9616246632739525,0.031624663273952414
6810,0.944,94.4,0.9480083478386591,0.00400834783865911
6820,0.952,95.2,0.9469958274283042,-0.00500417257169572
6830,0.944,94.4,0.947312477733411,0.0033124777334110345
6840,0.933,93.3,0.9476519940868081,0.014651994086808062
6850,0.937,93.7,0.947930550322738,0.01093055032273793
6860,0.959,95.9,0.9481632890702516,-0.010836710929748361
6870,0.959,95.9,0.9483622976565654,-0.01063770234343453
6880,0.937,93.7,0.9485365294636284,0.011536529463628376
6890,0.948,94.8,0.9486930298499011,0.0006930298499011611
6900,0.952,95.2,0.948837498688275,-0.003162501311724908
6910,0.967,96.7,0.9489733509719369,-0.018026649028063058
6920,0.952,95.2,0.9491034891758364,-0.002896510824163534
