depth_md_m,quality_proxy,quality_proxy_pct,simulated_effective_efficiency,simulated_minus_cbl_proxy
5930,0.963,96.3,0.6404635787787137,-0.32253642122128623
5940,0.963,96.3,0.6460789450635417,-0.3169210549364583
5950,0.941,94.1,0.6520623699923755,-0.2889376300076244
5960,0.956,95.6,0.6586877495863633,-0.2973122504136366
5970,0.952,95.2,0.6659610928878775,-0.28603890711212243
5980,0.944,94.4,0.673661359702415,-0.2703386402975849
5990,0.944,94.4,0.6817896504585471,-0.26221034954145284
6000,0.956,95.6,0.6901494808566933,-0.2658505191433067
6010,0.937,93.7,0.6982261301819099,-0.23877386981809012
6020,0.926,92.6,0.7052096372821333,-0.22079036271786678
6030,0.963,96.3,0.7101917140679237,-0.25280828593207627
6040,0.941,94.1,0.7132066719897,-0.22779332801029994
6050,0.074,7.4,0.7190730529571854,0.6450730529571854
6060,0.074,7.4,0.6549084335619118,0.5809084335619118
6070,0.074,7.4,0.6538889643245148,0.5798889643245149
6080,0.074,7.4,0.6600659116036585,0.5860659116036585
6090,0.074,7.4,0.6663814245222991,0.5923814245222991
6100,0.074,7.4,0.6727065705968248,0.5987065705968249
6110,0.074,7.4,0.6788205588455557,0.6048205588455557
6120,0.074,7.4,0.6846729149783237,0.6106729149783238
6130,0.074,7.4,0.6902501721422897,0.6162501721422897
6140,0.07,7.0,0.6955858921432436,0.6255858921432436
6150,0.074,7.4,0.7006668653384411,0.6266668653384412
6160,0.074,7.4,0.7054185836919101,0.6314185836919102
6170,0.074,7.4,0.709833638579871,0.6358336385798711
6180,0.074,7.4,0.7139045193273572,0.6399045193273573
6190,0.074,7.4,0.717602072400701,0.643602072400701
6200,0.074,7.4,0.7209986286497866,0.6469986286497866
6210,0.074,7.4,0.7250318510944759,0.6510318510944759
6220,0.926,92.6,0.7364969909173634,-0.18950300908263662
6230,0.944,94.4,0.7400297677346939,-0.20397023226530608
6240,0.752,75.2,0.7430468533196872,-0.008953146680312773
6250,0.941,94.1,0.7456524416684602,-0.19534755833153972
6260,0.948,94.8,0.7477069470559264,-0.2002930529440735
6270,0.948,94.8,0.7491201310997538,-0.19887986890024612
6280,0.956,95.6,0.7498733196607205,-0.2061266803392795
6290,0.952,95.2,0.7499713714823174,-0.20202862851768255
6300,0.956,95.6,0.7494130105069603,-0.20658698949303966
6310,0.959,95.9,0.7481949799717884,-0.21080502002821155
6320,0.959,95.9,0.746356634261227,-0.21264336573877296
6330,0.959,95.9,0.7440706772794681,-0.2149293227205319
6340,0.959,95.9,0.7418039777207955,-0.21719602227920443
6350,0.959,95.9,0.7402855445068129,-0.21871445549318702
6360,0.952,95.2,0.7403016750100299,-0.2116983249899701
6370,0.952,95.2,0.7423917228269195,-0.2096082771730805
6380,0.963,96.3,0.7462614163302523,-0.21673858366974763
6390,0.959,95.9,0.7513266588733274,-0.20767334112667257
6400,0.959,95.9,0.7726905272141351,-0.18630947278586485
6410,0.959,95.9,0.8736337950696512,-0.08536620493034874
6420,0.952,95.2,0.8782645873449374,-0.07373541265506256
6430,0.956,95.6,0.8797525008104239,-0.07624749918957607
6440,0.963,96.3,0.8811629241028025,-0.08183707589719746
6450,0.967,96.7,0.8825770195113698,-0.08442298048863017
6460,0.959,95.9,0.8839988914715404,-0.07500110852845954
6470,0.959,95.9,0.8854268824611157,-0.07357311753888429
6480,0.952,95.2,0.8868654333160602,-0.0651345666839398
6490,0.959,95.9,0.8883177780100411,-0.07068222198995888
6500,0.963,96.3,0.8897865278794478,-0.07321347212055218
6510,0.956,95.6,0.8912710376988794,-0.06472896230112057
6520,0.952,95.2,0.8927647460410513,-0.059235253958948686
6530,0.956,95.6,0.8942560117373562,-0.06174398826264371
6540,0.952,95.2,0.8957320595862854,-0.05626794041371452
6550,0.963,96.3,0.8971854918699378,-0.06581450813006218
6560,0.952,95.2,0.8986185655718696,-0.05338143442813037
6570,0.956,95.6,0.9000280918311189,-0.05597190816888109
6580,0.948,94.8,0.9014166382642376,-0.046583361735762385
6590,0.952,95.2,0.9027879613726008,-0.0492120386273992
6600,0.959,95.9,0.9041574745710295,-0.0548425254289705
6610,0.963,96.3,0.9055193562820343,-0.057480643717965685
6620,0.963,96.3,0.9068789565269205,-0.056121043473079446
6630,0.952,95.2,0.9082520125554008,-0.04374798744459918
6640,0.956,95.6,0.9096568032390658,-0.046343196760934124
6650,0.952,95.2,0.9111101972777775,-0.040889802722222424
6660,0.959,95.9,0.9126381443004,-0.04636185569959994
6670,0.952,95.2,0.9142852317733455,-0.03771476822665443
6680,0.948,94.8,0.9161259107719875,-0.03187408922801249
6690,0.956,95.6,0.9182773915373033,-0.037722608462696705
6700,0.963,96.3,0.9208956433511893,-0.042104356648810626
6710,0.956,95.6,0.9241234367099904,-0.03187656329000954
6720,0.952,95.2,0.9279099248588075,-0.024090075141192435
6730,0.963,96.3,0.9316215197191304,-0.031378480280869536
6740,0.956,95.6,0.9341496372856568,-0.021850362714343152
6750,0.959,95.9,0.9348572424289358,-0.02414275757106421
6760,0.959,95.9,0.9340903166090696,-0.02490968339093036
6770,0.959,95.9,0.9326385885110148,-0.026361411488985187
6780,0.948,94.8,0.9312200624750432,-0.016779937524956767
