井号,井名,窗口名,窗口类型,窗口顶md,窗口底md,模型窗口η_E,模型窗口η_N,CBL段顶md,CBL段底md,CBL合格率%,CBL质量口径,窗口覆盖率,CBL段覆盖率,纳入现场验证,可比性,备注
hu102,呼102,CBL评价井段,cbl,6840,7665,0.5032,0.1258,6840,7665,66.65,综合评价,1.0000,1.0000,1,可比,
hu102,呼102,CBL质量段一(胶结差/不合格),cbl_quality,7405,7480,0.4792,0.1713,6840,7665,66.65,综合评价,1.0000,0.0909,1,部分可比,部分重叠
hu102,呼102,CBL质量段二(胶结差/不合格),cbl_quality,7502,7540,0.4531,0.2997,6840,7665,66.65,综合评价,1.0000,0.0461,1,部分可比,部分重叠
hu102,呼102,J3k目的层(地层目标),formation_target,7422,7640,0.4469,0.3744,6840,7665,66.65,综合评价,1.0000,0.2642,1,部分可比,部分重叠
