井号,井名,窗口名,窗口类型,窗口顶md,窗口底md,模型窗口η_E,模型窗口η_N,CBL段顶md,CBL段底md,CBL合格率%,CBL质量口径,窗口覆盖率,CBL段覆盖率,纳入现场验证,可比性,备注
hu1,呼探1,CBL评价井段,cbl,3531,7481.22,0.5467,0.1698,5630,6400,,优,0.1949,1.0000,1,不可比,仅定性段且重叠过小
hu1,呼探1,CBL质量段(不合格40m),cbl_quality,7474,7514,0.9999,0.9995,7474,7514,,不合格,1.0000,1.0000,1,部分可比(定性),无定量合格率；窗口内定性段：不合格:7474-7514；优:7485-7560；中:7465-7485
hu1,呼探1,CBL质量段(差),cbl_quality,7415,7430,0.0000,0.9980,7415,7430,,差,1.0000,1.0000,1,部分可比(定性),无定量合格率；窗口内定性段：差:7415-7430；优:7333-7474；优:7300-7425
hu1,呼探1,尾管封固段(模型聚焦窗),model_focus,3523.27,7601,0.5581,0.1960,5630,6400,,优,0.1888,1.0000,1,不可比,仅定性段且重叠过小
