time_s,time_min,stage,bulk_cement_fill,effective_efficiency,front_wide_m,front_narrow_m,front_mid_m,channeling_index,mixing_index,instability_proxy,instability_index,mean_wall_mud,mean_cement,mean_mud
10680.0,178.0,井浆慢替,0.5876866948053864,0.5876866948053864,1643.248201438849,699.6007194244605,1334.1223021582734,0.4172661870501752,0.2777042740603548,8.194872261571987,0.8058209198817368,0.0,0.5469563953516934,0.39048451026605496
10684.0,178.06666666666666,井浆慢替,0.5880355829290023,0.5880355829290023,1643.248201438849,699.6007194244605,1334.1223021582734,0.4172661870501752,0.27780358898282875,8.216167861943642,0.806646193183296,0.0,0.5472871230046884,0.39020413574445806
10688.0,178.13333333333333,井浆慢替,0.5883843961246009,0.5883843961246009,1643.248201438849,699.6007194244605,1334.1223021582734,0.4172661870501752,0.27790268740673496,8.233005150005688,0.8072962088675648,0.0,0.5476177506295029,0.38992375407079166
10692.0,178.2,井浆慢替,0.5887331340474653,0.5887331340474653,1643.248201438849,699.6007194244605,1334.1223021582734,0.4172661870501752,0.27800157027266903,8.246205850019155,0.8078043028404605,0.0,0.5479482840996156,0.3896433468712779
10696.0,178.26666666666668,井浆慢替,0.589081796306154,0.589081796306154,1643.248201438849,699.6007194244605,1334.1223021582734,0.4172661870501752,0.2781002380678541,8.256256741987203,0.808190262424461,0.0,0.5482787277991585,0.38936290178145816
10700.0,178.33333333333334,井浆慢替,0.5894303825146859,0.5894303825146859,1643.248201438849,699.6007194244605,1334.1223021582734,0.4172661870501752,0.2781986909768152,8.263846851084567,0.8084812129008303,0.0,0.5486090851439921,0.38908240936027955
10704.0,178.4,井浆慢替,0.5897788922994573,0.5897788922994573,1643.248201438849,699.6007194244605,1334.1223021582734,0.4172661870501752,0.2782969290213028,8.269373791180945,0.8086927985099129,0.0,0.5489393586831091,0.38880186216477924
10708.0,178.46666666666667,井浆慢替,0.5901273255393491,0.5901273255393491,1659.517985611511,699.6007194244605,1334.1223021582734,0.4244604316544886,0.27839495291649863,8.415801413476927,0.8142140886970965,0.0,0.5492695506582883,0.3885212546383175
10712.0,178.53333333333333,井浆慢替,0.5904756818449156,0.5904756818449156,1659.517985611511,699.6007194244605,1350.3920863309354,0.4244604316544886,0.27849276234493126,8.417987876955962,0.8142953137582358,0.0,0.5495996625855907,0.3882405809893578
10716.0,178.6,井浆慢替,0.5908239608162407,0.5908239608162407,1659.517985611511,699.6007194244605,1350.3920863309354,0.4244604316544886,0.27859035680113914,8.418919547442746,0.8143299136496517,0.0,0.5499296956717676,0.38795983767166115
10720.0,178.66666666666666,井浆慢替,0.591172162072071,0.591172162072071,1659.517985611511,699.6007194244605,1350.3920863309354,0.4244604316544886,0.27868773578274125,8.418771874052057,0.814324429862431,0.0,0.5502596508228517,0.38767902204637794
10724.0,178.73333333333332,井浆慢替,0.5915202852532496,0.5915202852532496,1659.517985611511,699.6007194244605,1350.3920863309354,0.4244604316544886,0.27878489880541985,8.417693500387214,0.8142843800147079,0.0,0.5505895287483668,0.38739813209956375
10728.0,178.8,井浆慢替,0.5918683300241572,0.5918683300241572,1659.517985611511,699.6007194244605,1350.3920863309354,0.4244604316544886,0.27888184538185906,8.41580856395716,0.8142143543886038,0.0,0.5509193299686138,0.3871171662762352
10732.0,178.86666666666667,井浆慢替,0.5922162960746797,0.5922162960746797,1659.517985611511,699.6007194244605,1350.3920863309354,0.4244604316544886,0.27897857506736184,8.413222156905476,0.8141182260672684,0.0,0.5512490548805395,0.3868361234376662
10736.0,178.93333333333334,井浆慢替,0.5925641830977916,0.5925641830977916,1659.517985611511,699.6007194244605,1350.3920863309354,0.4244604316544886,0.2790750874178549,8.410022115851945,0.8139992221280438,0.0,0.5515787037670974,0.38655500277366783
10740.0,179.0,井浆慢替,0.5929119907629508,0.5929119907629508,1659.517985611511,699.6007194244605,1350.3920863309354,0.4244604316544886,0.27917138188724494,8.406281166907021,0.8138600061718125,0.0,0.5519082767748758,0.38627380377034626
10744.0,179.06666666666666,井浆慢替,0.5932597187736558,0.5932597187736558,1659.517985611511,699.6007194244605,1350.3920863309354,0.4244604316544886,0.27926745790663715,8.402065806680254,0.8137030105764939,0.0,0.5522377740687592,0.38599252617853436
10748.0,179.13333333333333,井浆慢替,0.5936073668424467,0.5936073668424467,1659.517985611511,699.6007194244605,1350.3920863309354,0.4244604316544886,0.27936331493309163,8.397350127233384,0.8135272243175516,0.0,0.5525671956888124,0.3857111697808562
10752.0,179.2,井浆慢替,0.5939549347126493,0.5939549347126493,1659.517985611511,699.6007194244605,1350.3920863309354,0.4244604316544886,0.2794589525341972,8.392193428732329,0.8133348083349163,0.0,0.5528965416798176,0.385429734636789
10756.0,179.26666666666668,井浆慢替,0.5943024221346148,0.5943024221346148,1675.7877697841727,699.6007194244605,1350.3920863309354,0.43165467625880194,0.2795543703211819,8.528863774970816,0.8183680250851119,0.0,0.5532258120689336,0.3851482208358746
10760.0,179.33333333333334,井浆慢替,0.5946498288001435,0.5946498288001435,1675.7877697841727,699.6007194244605,1350.3920863309354,0.43165467625880194,0.2796495677681569,8.523004051020976,0.8181550376580434,0.0,0.5535550066315678,0.3848666285395657
10764.0,179.4,井浆慢替,0.5949971544981643,0.5949971544981643,1675.7877697841727,699.6007194244605,1350.3920863309354,0.43165467625880194,0.2797445445223048,8.516884589030102,0.8179323427414771,0.0,0.5538841253657208,0.38458495878345744
10768.0,179.46666666666667,井浆慢替,0.5953443989567376,0.5953443989567376,1675.7877697841727,699.6007194244605,1350.3920863309354,0.43165467625880194,0.2798393001005169,8.5105335068866,0.817700930471373,0.0,0.5542131681508017,0.3843032117491061
10772.0,179.53333333333333,井浆慢替,0.5956915620944103,0.5956915620944103,1675.7877697841727,699.6007194244605,1350.3920863309354,0.43165467625880194,0.2799338347121438,8.50397442330797,0.8174616305802223,0.0,0.5545421350647634,0.3840213878377446
