time_s,time_min,stage,bulk_cement_fill,effective_efficiency,front_wide_m,front_narrow_m,front_mid_m,channeling_index,mixing_index,instability_proxy,instability_index,mean_wall_mud,mean_cement,mean_mud
13216.0,220.26666666666668,替浆液推进,0.3584170837228018,0.3584170837228018,758.39378757515,7.309819639278555,7.309819639278555,0.8236472945882751,0.26020059512593635,1282.0111349718006,1.0,0.0,0.28702609225492787,0.7131910630709309
13220.0,220.33333333333334,替浆液推进,0.35867038999099016,0.35867038999099016,760.2212424849697,7.309819639278555,7.309819639278555,0.8256513026043051,0.26003640030863184,1281.5559813178465,1.0,0.0,0.2872433499603055,0.7129739077450721
13224.0,220.4,替浆液推进,0.3589239354780407,0.3589239354780407,762.0486973947893,7.309819639278555,7.309819639278555,0.8276553106203349,0.2598716836194562,1280.1525152598228,1.0,0.0,0.28746070724688777,0.7127566500396946
13228.0,220.46666666666667,替浆液推进,0.3591776847663603,0.3591776847663603,763.8761523046089,7.309819639278555,7.309819639278555,0.8296593186363648,0.25970646203989434,1278.1228227665868,1.0,0.0,0.28767814255989993,0.7125392927531122
13232.0,220.53333333333333,替浆液推进,0.35943159931641655,0.35943159931641655,765.7036072144286,7.309819639278555,7.309819639278555,0.8316633266523947,0.259540768791411,1275.7023199869245,1.0,0.0,0.287895630118205,0.7123218574401
13236.0,220.6,替浆液推进,0.35968563919477525,0.35968563919477525,767.5310621242483,7.309819639278555,7.309819639278555,0.8336673346684246,0.25937464533991,1273.0676909038586,1.0,0.0,0.288113141359208,0.712104369881795
13240.0,220.66666666666666,替浆液推进,0.3599397636733569,0.3599397636733569,769.3585170340679,7.309819639278555,7.309819639278555,0.8356713426844544,0.2592081359841816,1270.3526698677256,1.0,0.0,0.2883306460470763,0.7118868586407919
13244.0,220.73333333333332,替浆液推进,0.3601939334121254,0.3601939334121254,771.1859719438875,7.309819639278555,7.309819639278555,0.8376753507004843,0.25904128368821755,1267.6584192287587,1.0,0.0,0.2885481138365844,0.7116693539529236
13248.0,220.8,替浆液推进,0.3604481122239454,0.3604481122239454,773.0134268537072,7.309819639278555,7.309819639278555,0.8396793587165142,0.25887412634893175,1265.0610161664079,1.0,0.0,0.2887655159312328,0.7114518861634156
13252.0,220.86666666666667,替浆液推进,0.3607022716310148,0.3607022716310148,774.8408817635268,7.309819639278555,7.309819639278555,0.841683366732544,0.2587066979047101,1262.6171152981856,1.0,0.0,0.28898282940209913,0.7112344840687672
13256.0,220.93333333333334,替浆液推进,0.3609563777876,0.3609563777876,776.6683366733464,7.309819639278555,7.309819639278555,0.8436873747485738,0.2585390183771802,1260.3682678240275,1.0,0.0,0.28920002625460584,0.711017170597901
13260.0,221.0,替浆液推进,0.36121040302473123,0.36121040302473123,778.495791583166,7.309819639278555,7.309819639278555,0.8456913827646036,0.2583711014933995,1258.3444891324255,1.0,0.0,0.28941708409898065,0.7107999737453942
13264.0,221.06666666666666,替浆液推进,0.36146432445289467,0.36146432445289467,780.3232464929857,7.309819639278555,7.309819639278555,0.8476953907806336,0.2582029585190273,1256.5662867033143,1.0,0.0,0.2896339862674994,0.7105829159010193
13268.0,221.13333333333333,替浆液推进,0.36171812572153816,0.36171812572153816,782.1507014028053,7.309819639278555,7.309819639278555,0.8496993987966635,0.25803459777448856,1255.0468422700735,1.0,0.0,0.28985072393575045,0.7103660137325005
13272.0,221.2,替浆液推进,0.3619717416447456,0.3619717416447456,783.978156312625,7.309819639278555,7.309819639278555,0.8517034068126933,0.2578660136808759,1253.7934751214898,1.0,0.0,0.29006722918344924,0.7101492760642496
13276.0,221.26666666666668,替浆液推进,0.36222506697552354,0.36222506697552354,787.6330661322643,7.309819639278555,7.309819639278555,0.8557114228447531,0.257697231299274,1255.7501760673147,1.0,0.0,0.29028338865475223,0.7099327708165507
13280.0,221.33333333333334,替浆液推进,0.36247806108037456,0.36247806108037456,789.4605210420839,7.309819639278555,7.309819639278555,0.857715430860783,0.25752834156629933,1255.025599587225,1.0,0.0,0.29049917075782417,0.7097166113452477
13284.0,221.4,替浆液推进,0.3627307181423421,0.3627307181423421,791.2879759519035,7.309819639278555,7.309819639278555,0.8597194388768128,0.2573593979220529,1254.5649337705618,1.0,0.0,0.2907145770912767,0.7095008292421758
13288.0,221.46666666666667,替浆液推进,0.3629830722393682,0.3629830722393682,793.1154308617232,7.309819639278555,7.309819639278555,0.8617234468928427,0.25719034492126364,1254.3615429800764,1.0,0.0,0.2909296432511676,0.7092854229087234
13292.0,221.53333333333333,替浆液推进,0.36323513524513945,0.36323513524513945,794.9428857715428,7.309819639278555,7.309819639278555,0.8637274549088726,0.2570211618507059,1254.4070901075825,1.0,0.0,0.29114438606401494,0.7090703567488325
13296.0,221.6,替浆液推进,0.3634869033569125,0.3634869033569125,796.7703406813624,7.309819639278555,7.309819639278555,0.8657314629249023,0.2568518394264971,1254.691549621522,1.0,0.0,0.291358808335835,0.7088556139359851
13300.0,221.66666666666666,替浆液推进,0.36373836480176597,0.36373836480176597,798.597795591182,7.309819639278555,7.309819639278555,0.8677354709409322,0.256682379433309,1255.204470089474,1.0,0.0,0.29157290571613614,0.708641191664165
13304.0,221.73333333333332,替浆液推进,0.36398950667604185,0.36398950667604185,800.4252505010018,7.309819639278555,7.309819639278555,0.8697394789569621,0.2565127886328849,1255.9349619721459,1.0,0.0,0.29178667283876963,0.7084270942838639
13308.0,221.8,替浆液推进,0.36424030896839976,0.36424030896839976,802.2527054108214,7.309819639278555,7.309819639278555,0.871743486972992,0.2563430702691427,1256.8719261390356,1.0,0.0,0.2920000981119665,0.7082133271612303
13312.0,221.86666666666667,替浆液推进,0.3644907514875785,0.3644907514875785,804.080160320641,7.309819639278555,7.309819639278555,0.8737474949890218,0.25617322831026107,1258.0044112576834,1.0,0.0,0.29221317014207027,0.7079999018880335
13316.0,221.93333333333334,替浆液推进,0.3647408181743306,0.3647408181743306,805.9076152304607,7.309819639278555,7.309819639278555,0.8757515030050518,0.2560032660725269,1259.3213234733273,1.0,0.0,0.29242588196362523,0.7077868298579297
13320.0,222.0,替浆液推进,0.36499049386206156,0.36499049386206156,807.7350701402803,7.309819639278555,7.309819639278555,0.8777555110210816,0.25583318412504535,1260.8117423972224,1.0,0.0,0.29263822760286445,0.7075741180363748
13324.0,222.06666666666666,替浆液推进,0.3652397649415058,0.3652397649415058,809.5625250500999,7.309819639278555,7.309819639278555,0.8797595190371115,0.2556629804121129,1262.4651815175323,1.0,0.0,0.29285020299441883,0.7073617723971355
