case_id,case,effective_efficiency,cement_occupation,channeling_index,mixing_index,instability_index,eta_narrow,mean_standoff,elapsed_s
baseline_assumed,模型假设(legacy),0.4441889999847934,0.4441889999847934,0.9317269076301447,0.5927627451625657,0.9986737355028991,0.08997215727468288,0.4294,63.7
measured_between_cent,实测-扶正器之间,0.4379233876877308,0.4379233876877308,0.9919678714855419,0.5757110526769662,0.9996657764322746,0.05672452381529752,0.5155,64.3
measured_at_cent,实测-扶正器处,0.5041221729224986,0.5041221729224986,0.7389558232928732,0.46382844754934327,0.9333003221715913,0.18034082390361328,0.7342,61.4
