cement_occ,cfl_mode,channeling,corrected,elapsed_s,eta_E,eta_N,instability,mixing,wall_frac,well
0.36964176933069803,on,0.9999999999995948,True,194.0,0.36964176933069803,0.01322796572259419,1.0,0.3513185404862991,0.5081,hu101
0.46648073782110466,on,0.0,True,730.0,0.46648073782110466,0.11867537925221312,0.0,0.3193492270973668,0.3189,hu102
0.4267827690750394,on,0.867469879517684,True,550.3,0.4267827690750394,0.15042306373676537,0.9994808688227822,0.26370815483958193,0.4138,hu103
0.5580578260045682,on,0.819277108433534,True,255.7,0.5580578260045682,0.19599399178848695,0.9999980973554851,0.3240027186488907,0.2668,hu1
0.6170840773037555,on,0.3855421686745283,True,311.2,0.6170840773037555,0.5348773248082357,0.5898433253246445,0.2657822989074804,0.1574,hu2
0.5478117224307686,on,0.4979919678712672,True,329.3,0.5478117224307686,0.4642407701809874,0.6445962293421723,0.28870579968161914,0.2335,ht1_001
0.6557578211612777,on,0.40963855421669026,True,443.4,0.6557578211612777,0.5589559934816166,0.0,0.2292681097099106,0.1808,ht1_003
0.1413041034694227,on,0.6064257028109941,True,164.3,0.1413041034694227,0.06910027300269485,0.9994231671024083,0.22408850001785827,0.6136,ht1_004
