time_s,time_min,stage,bulk_cement_fill,effective_efficiency,target_interval_efficiency,cbl_eval_interval_efficiency,front_wide_m,front_narrow_m,front_mid_m,channeling_index,mixing_index,instability_proxy,instability_index,mean_wall_mud,mean_cement,mean_mud
6888.0,114.8,替钻井液,0.0701155023496359,0.0701155023496359,0.7511398247528425,0.08615069155776436,208.15845691382768,92.51486973947897,166.52676553106213,0.0501002004007799,0.03094998699274913,0.5156770264824073,0.09799517101909894,0.0,0.07239250526510459,0.11339479343970431
6892.0,114.86666666666666,替钻井液,0.07118245102432248,0.07118245102432248,0.7662142585546317,0.08746164795257891,208.15845691382768,92.51486973947897,171.15250901803608,0.0501002004007799,0.03134842671569026,0.5155006164800203,0.09796334592286904,0.0,0.07348561472679407,0.11246954792355666
6896.0,114.93333333333334,替钻井液,0.07224933845576835,0.07224933845576835,0.7806228933510919,0.08877252909802115,212.7842004008016,97.14061322645291,171.15250901803608,0.05010020040077989,0.03174586833057603,0.5153302021813263,0.09793260141018134,0.0,0.07457825861373099,0.111548549811493
6900.0,115.0,替钻井液,0.07331615966709376,0.07331615966709376,0.7943282570773024,0.09008332887901498,212.7842004008016,97.14061322645291,175.77825250501004,0.05010020040077989,0.03214233162868413,0.5151660514855853,0.09790298592582702,0.0,0.07567044468856657,0.11063210164778398
6904.0,115.06666666666666,替钻井液,0.07438292252482036,0.07438292252482036,0.8072913874432308,0.09139405696113022,217.40994388777557,97.14061322645291,175.77825250501004,0.0521042084168111,0.03253785828791178,0.5356088041109441,0.10158372557403084,0.0,0.07676218939924893,0.10972054390741746
6908.0,115.13333333333334,替钻井液,0.0754496199027282,0.0754496199027282,0.8194719448884435,0.09270470458840334,222.0356873747495,101.76635671342686,180.40399599198398,0.05210420841681109,0.03293246250764035,0.5354519936100223,0.10155554891098761,0.0,0.07785349431345283,0.1088142257681402
6912.0,115.2,替钻井液,0.07651624247612868,0.07651624247612868,0.8308288093266433,0.09401526030361958,222.0356873747495,101.76635671342686,185.02973947895794,0.05210420841681109,0.0333261682034194,0.5353025610880188,0.10152869714569568,0.0,0.07894435808621406,0.10791357379454634
6916.0,115.26666666666667,替钻井液,0.07758279682777537,0.07758279682777537,0.841322958600021,0.09532573219498702,226.66143086172346,106.3921002004008,185.02973947895794,0.0521042084168111,0.03371901500809902,0.5351607412315011,0.10150321257002426,0.0,0.08003478986559252,0.10701900301482528
6920.0,115.33333333333333,替钻井液,0.07864927842856637,0.07864927842856637,0.8509227748580571,0.09663611469761277,231.28717434869742,106.3921002004008,189.65548296593187,0.0541082164328423,0.034111027136988034,0.555604774956446,0.10516949183328783,0.0,0.08112478923609763,0.10613101246356083
6924.0,115.4,替钻井液,0.07971568261985532,0.07971568261985532,0.8596127258234098,0.09794640208743303,231.28717434869742,106.3921002004008,189.65548296593187,0.0541082164328423,0.03450222585987794,0.5554738505600602,0.10514606049768604,0.0,0.08221435334650075,0.10525014731084255
6928.0,115.46666666666667,替钻井液,0.08078203563846365,0.08078203563846365,0.867402813351383,0.0992566266015457,235.91291783567135,111.01784368737475,194.28122645290583,0.05410821643284229,0.03489269880212043,0.5553518716378015,0.10512422956757184,0.0,0.0833035064766144,0.10437699748190418
