井,修正前η_E,修正后η_E,η_N窄边,入环空水泥_m3,域内水泥_m3,守恒率,库存比,宽边前缘m,窄边前缘m,域长m,壁面冻结占比,混浆指数,耗时s
hu102,0.3814,0.8046,0.7024,18.26,9.96,0.5454,1.374,774.0,613.0,911.9,0.0602,0.1017,92.3
