井,修正前η_E,修正后η_E,η_N窄边,入环空水泥_m3,域内水泥_m3,守恒率,库存比,宽边前缘m,窄边前缘m,域长m,壁面冻结占比,混浆指数,耗时s
hu103,0.194,0.8529,0.7357,57.78,63.97,1.1071,1.107,2233.3,1740.0,2233.3,0.0,0.18,50.7
