井深_m,领浆平均浓度,尾浆平均浓度,水泥平均浓度,前置液隔离液平均浓度,冲洗液平均浓度,平均有效顶替效率,钻井液平均浓度,宽边有效效率,中线有效效率,窄边有效效率,宽边水泥浓度,中线水泥浓度,窄边水泥浓度,宽边前置液隔离液浓度,中线前置液隔离液浓度,窄边前置液隔离液浓度,环空间隙_m,偏心度指标,居中度
7601.0,0.07864960352514251,0.9213503964748575,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.02546946980452584,0.35,0.65
7584.6235742971885,0.0786496907654631,0.9213503092194086,0.9999999999848719,5.584207137208696e-13,0.0,0.9999999999848719,1.457009527331529e-11,1.0,0.9999999999999993,0.999999999820315,1.0,0.9999999999999993,0.999999999820315,8.106037820259341e-36,2.401162116874901e-18,7.203074601826663e-12,0.024534464862932717,0.35,0.65
7568.247148594378,0.07864990658741632,0.9213500933599935,0.99999999994741,2.281914629497173e-12,0.0,0.99999999994741,5.03079502413898e-11,1.0,0.9999999999999973,0.9999999993852925,1.0,0.9999999999999973,0.9999999993852925,9.249443120018702e-35,1.4494485670991277e-17,2.8992345017659726e-11,0.023482688950266516,0.35,0.65
7551.870722891566,0.0786504236204481,0.9213495762370523,0.9999999998575,7.41625790395396e-12,0.0,0.9999999998575,1.3508334503262367e-10,1.0,0.9999999999999897,0.9999999983632678,1.0,0.9999999999999897,0.9999999983632678,9.851442950691727e-34,7.307882068166983e-17,9.264551294217241e-11,0.022906332277655216,0.35,0.65
7535.494297188755,0.07865164724641892,0.9213483523978333,0.9999999996442521,2.2622249630880618e-11,0.0,0.9999999996442521,3.331253084405019e-10,1.0,0.9999999999999615,0.9999999959955024,1.0,0.9999999999999615,0.9999999959955024,1.0798206120536742e-32,3.694049216638369e-16,2.770181442531212e-10,0.02509065670520689,0.35,0.65
7519.117871485943,0.07865427491097701,0.9213457242741165,0.9999999991850935,6.301887212520772e-11,0.0,0.9999999991850935,7.518876285657998e-10,1.0,0.999999999999864,0.9999999910167586,1.0,0.999999999999864,0.9999999910167586,1.0090260585845532e-31,1.7084333691043772e-15,7.5562283193768e-10,0.03282647506774256,0.35,0.65
7502.741445783133,0.07865864900140283,0.9213413494159512,0.9999999984173542,1.4182795420938737e-10,0.0,0.9999999984173542,1.4408183587002438e-09,1.0,0.9999999999996354,0.9999999828293685,1.0,0.9999999999996354,0.9999999828293685,5.591955258502371e-31,5.598051340895942e-15,1.6732993365504653e-09,0.03678809336642132,0.35,0.65
7486.365020080321,0.07866471898958567,0.9213352783543365,0.999999997343922,2.635343553069156e-10,0.0,0.999999997343922,2.3925436787615753e-09,1.0,0.9999999999992395,0.9999999714843457,1.0,0.9999999999992395,0.9999999714843457,1.9412203052693567e-30,1.3407107824176089e-14,3.075483438151476e-09,0.03630462259696966,0.35,0.65
7469.98859437751,0.07867216424838361,0.9213278317619082,0.9999999960102917,4.215259885958814e-10,0.0,0.9999999960102917,3.568182326048736e-09,1.0,0.9999999999987101,0.9999999573981017,1.0,0.9999999999987101,0.9999999573981017,4.498138356351082e-30,2.477594998869459e-14,4.890631352417223e-09,0.030193330718752076,0.35,0.65
7453.612168674699,0.07868154874778881,0.9213184455469433,0.9999999942947324,6.288627619262895e-10,0.0,0.9999999942947324,5.076404773586854e-09,1.0,0.9999999999980276,0.9999999392221758,1.0,0.9999999999980276,0.9999999392221758,8.493090087325167e-30,4.010741413440506e-14,7.276704387154621e-09,0.02474832001558016,0.35,0.65
7437.235742971888,0.07869511673216122,0.9213048750128598,0.9999999917450211,9.496629606194914e-10,0.0,0.9999999917450211,7.305315981262694e-09,1.0,0.999999999996984,0.9999999122085824,1.0,0.999999999996984,0.9999999122085824,1.6049031276546137e-29,6.479790795501823e-14,1.0969280005437346e-08,0.024847143449120906,0.35,0.65
7420.859317269076,0.07871503809839425,0.9212849497704498,0.999999987868844,1.4612148021483314e-09,0.0,0.999999987868844,1.0669941041993359e-08,1.0,0.9999999999953644,0.9999998711716923,1.0,0.9999999999953644,0.9999998711716923,3.0483520436719135e-29,1.0508714352362164e-13,1.6860309819777637e-08,0.02504419803807074,0.35,0.65
7404.482891566265,0.07874479167041498,0.9212551901701735,0.9999999818405888,2.3077709884264637e-09,0.0,0.9999999818405888,1.585164030357045e-08,1.0,0.9999999999927709,0.9999998075113244,1.0,0.9999999999927709,0.9999998075113244,5.863162570818013e-29,1.7270370127468646e-13,2.6605704095401154e-08,0.025354786334490304,0.35,0.65
7388.106465863454,0.07879005294514464,0.9212099193214921,0.999999972266637,3.768759964091969e-09,0.0,0.999999972266637,2.39646031413049e-08,1.0,0.999999999988387,0.9999997069669908,1.0,0.999999999988387,0.9999997069669908,1.1675210588635605e-28,2.9324161357301405e-13,4.337315141606665e-08,0.02500643962761297,0.35,0.65
7371.730040160643,0.07886240906454181,0.9211375472747714,0.9999999563393132,6.509807281013851e-09,0.0,0.9999999563393132,3.715087925076913e-08,1.0,0.9999999999797038,0.9999995416612275,1.0,0.9999999999797038,0.9999995416612275,2.873001034942601e-28,5.607170978699089e-13,7.451027307164219e-08,0.030132906248043045,0.35,0.65
7355.353614457831,0.07896088850006759,0.9210390453006422,0.99999993380071,1.0786243742487116e-08,0.0,0.99999993380071,5.5413046924274487e-08,1.0,0.9999999999653244,0.9999993097240305,1.0,0.9999999999653244,0.9999993097240305,7.313203338233135e-28,1.0625249313823318e-12,1.2264601801803467e-07,0.03453556932515707,0.35,0.65
7338.97718875502,0.07906854553862169,0.9209313624080807,0.9999999079467028,1.5788925381501918e-08,0.0,0.9999999079467028,7.626437205283054e-08,1.0,0.999999999949253,0.9999990426338414,1.0,0.999999999949253,0.9999990426338414,1.3102154015229827e-27,1.6424524712119096e-12,1.7910468877770756e-07,0.024565442841525648,0.35,0.65
7322.600763052209,0.07921539407757323,0.9207844766362098,0.9999998707137833,2.3427176440426155e-08,0.0,0.9999998707137833,1.0585904048601775e-07,1.0,0.9999999999248982,0.9999986591250316,1.0,0.9999999999248982,0.9999986591250316,2.401213429472159e-27,2.5760491722285e-12,2.65097084636094e-07,0.025493241531164418,0.35,0.65
7306.2243373493975,0.07941114426684473,0.9205886736870379,0.9999998179538824,3.488925016429356e-08,0.0,0.9999998179538824,1.4715686737902405e-07,1.0,0.9999999998888113,0.9999981171841623,1.0,0.9999999998888113,0.9999981171841623,4.396948562619671e-27,4.042146675737716e-12,3.9385796651076356e-07,0.025631442681495236,0.35,0.65
7289.847911646586,0.0796718456235544,0.920327897174731,0.9999997427982852,5.2248247917273626e-08,0.0,0.9999997427982852,2.0495346694864209e-07,1.0,0.9999999998348085,0.9999973478885614,1.0,0.9999999998348085,0.9999973478885614,8.07846428226277e-27,6.369096457316605e-12,5.883456289779785e-07,0.025835509972389488,0.35,0.65
