time_s,time_min,stage,bulk_cement_fill,effective_efficiency,front_wide_m,front_narrow_m,front_mid_m,channeling_index,mixing_index,instability_proxy,instability_index,mean_wall_mud,mean_cement,mean_mud,mean_flusher
20576.38178472757,342.9396964121262,替浆液2（环空）,0.4904255003935286,0.4904255003935286,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.37898012661928443,54.567358719383925,0.9999817887631285,0.2236,0.42212517634304414,0.3866296656324747,0.0
20577.212234125895,342.95353723543155,替浆液2（环空）,0.4904506762010242,0.4904506762010242,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.3789843663265599,54.565925669771424,0.9999817835428593,0.2235,0.42214831551071774,0.3866182781338809,0.0
20578.042683402247,342.96737805670415,替浆液2（环空）,0.4904758500256843,0.4904758500256843,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.3789886076524549,54.567866558326635,0.9999817906127095,0.2235,0.42217145573259496,0.3866068893418159,0.0
20578.87313261508,342.98121887691804,替浆液2（环空）,0.49050102190492445,0.49050102190492445,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.3789928495843123,54.570292125142295,0.9999817994441844,0.2235,0.42219459632098505,0.3865954992114429,0.0
20579.70358184563,342.99505969742717,替浆液2（环空）,0.49052619184489726,0.49052619184489726,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.3789970921258805,54.57294115973335,0.9999818090844108,0.2235,0.4222177376464713,0.3865841081504952,0.0
20580.53403104488,343.0089005174147,替浆液2（环空）,0.49055135979535386,0.49055135979535386,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.3790013351587289,54.572531436942114,0.9999818075937033,0.2235,0.4222408798371642,0.3865727159413881,0.0
20581.36448017826,343.02274133630436,替浆液2（环空）,0.4905765257112374,0.4905765257112374,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.3790055785580401,54.57190129731817,0.9999818053008075,0.2236,0.42226402293791143,0.38656132250843606,0.0
20582.194929220503,343.03658215367506,替浆液2（环空）,0.4906016891942291,0.4906016891942291,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.37900982089836693,54.57109972943591,0.9999818023837164,0.2236,0.4222871662039781,0.3865499278260265,0.0
20583.025378191487,343.0504229698581,替浆液2（环空）,0.4906268507307211,0.4906268507307211,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.37901406380170793,54.570211787497605,0.9999817991517441,0.2235,0.4223103108448351,0.38653853183629355,0.0
20583.85582696087,343.06426378268117,替浆液2（环空）,0.4906520102210046,0.4906520102210046,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.3790183067721165,54.56607517908775,0.9999817840875571,0.2234,0.42233345649878545,0.38652713449220943,0.0
20584.686275506047,343.07810459176744,替浆液2（环空）,0.4906771674098785,0.4906771674098785,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.37902254938824614,54.564733079710855,0.9999817791973878,0.2233,0.42235660242480827,0.3865157360589955,0.0
20585.516723903245,343.0919453983874,替浆液2（环空）,0.4907023205534275,0.4907023205534275,4061.353574297189,229.26995983935745,1064.467670682731,0.9397590361443479,0.37902680154604307,54.56615329891046,0.9999817843721597,0.2232,0.4223797480846398,0.3865043369998719,0.0
