井深_m,领浆平均浓度,尾浆平均浓度,水泥平均浓度,前置液隔离液平均浓度,冲洗液平均浓度,平均有效顶替效率,钻井液平均浓度,宽边有效效率,中线有效效率,窄边有效效率,宽边水泥浓度,中线水泥浓度,窄边水泥浓度,宽边前置液隔离液浓度,中线前置液隔离液浓度,窄边前置液隔离液浓度,环空间隙_m,偏心度指标,居中度
7868.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.03833591043402181,0.4,0.6
7858.088353413655,0.0001362825798870406,0.9998525462593257,0.9999888288392125,7.767254057706926e-07,0.0,0.9999888288392125,1.0394435381899769e-05,0.9999999999999998,0.9999999863957174,0.9998841733905021,0.9999999999999998,0.9999999863957174,0.9998841733905021,4.9332369369060836e-24,3.079331492558894e-10,8.686628516475632e-06,0.043058846939595864,0.3988200420730541,0.6011799579269459
7848.176706827309,0.00046736061474165114,0.9994909597826706,0.999958320397412,3.481186556173263e-06,0.0,0.999958320397412,3.819841603159421e-05,0.9999999999999997,0.9999999071485536,0.9995878394344848,0.9999999999999997,0.9999999071485536,0.9995878394344848,8.675184919559705e-23,2.8048698090482603e-09,3.709256176594026e-05,0.047781783445169916,0.3976400841461083,0.6023599158538917
7838.265060240964,0.0011484853047956528,0.9987343103993942,0.99988279570419,1.184563609796248e-05,0.0,0.99988279570419,0.00010535865971208131,0.999999999999999,0.999999505465451,0.9989026501776616,0.999999999999999,0.999999505465451,0.9989026501776616,1.166985948855666e-21,2.0352583731565326e-08,0.0001192463076351347,0.051616042974051854,0.3964601262191624,0.6035398737808376
7828.353413654619,0.002386220607235692,0.9973219839323175,0.9997082045395528,3.5685355468954844e-05,0.0,0.9997082045395528,0.0002561101049778232,0.9999999999999982,0.9999976286124361,0.9974335578819208,0.9999999999999982,0.9999976286124361,0.9974335578819208,1.3115377031268701e-20,1.3361481524513047e-07,0.00033638362870661666,0.051262000825745634,0.39528016829221657,0.6047198317077834
7818.441767068273,0.0045456265694123095,0.9947606548608099,0.9993062814302217,0.00010323435868295233,0.0,0.9993062814302217,0.0005904842110952917,0.9999999999999982,0.9999887426190472,0.9943385956884836,0.9999999999999982,0.9999887426190472,0.9943385956884836,1.3926889048567729e-19,8.760372999687294e-07,0.0008987855529341413,0.050707661839433,0.39410021036527065,0.6058997896347293
7808.530120481928,0.008244492051500563,0.9901358047931261,0.9983802968446269,0.0002945756012000063,0.0,0.9983802968446269,0.0013251275541730414,0.9999999999999981,0.9999462114153417,0.9879145666774538,0.9999999999999981,0.9999462114153417,0.9879145666774538,1.4113971040462488e-18,5.792512514720132e-06,0.002330837257327714,0.04907956660813745,0.39292025243832474,0.6070797475616753
7798.618473895583,0.014645369365587455,0.9815813138586844,0.9962266832242721,0.0008422865124724548,0.0,0.9962266832242721,0.0029310302632557664,0.9999999999999973,0.999744554411789,0.9746603214293575,0.9999999999999973,0.999744554411789,0.9746603214293575,1.3857504917000214e-17,3.786258269248503e-05,0.005954649856958338,0.04771558664167731,0.39174029451137893,0.6082597054886211
7788.706827309237,0.025684592024835202,0.9656130873909343,0.9912976794157697,0.0023826473507362602,0.0,0.9912976794157697,0.006319673233494565,0.9999999999999932,0.9988642388982052,0.9479138018120319,0.9999999999999932,0.9988642388982052,0.9479138018120319,1.255334355299377e-16,0.00022762321604386548,0.014890137512064559,0.047982364880189754,0.390560336584433,0.609439663415567
7778.795180722892,0.04311498040980043,0.9379109218410847,0.9810259022508848,0.006271760131229097,0.0,0.9810259022508848,0.012702337617886184,0.999999999999972,0.9957971039325415,0.8982661463921976,0.999999999999972,0.9957971039325415,0.8982661463921976,9.026073671584833e-16,0.0010929316410900906,0.034783957831669564,0.047696646797028085,0.3893803786574872,0.6106196213425128
