time_s,time_min,stage,bulk_cement_fill,effective_efficiency,front_wide_m,front_narrow_m,front_mid_m,channeling_index,mixing_index,instability_proxy,instability_index,mean_wall_mud,mean_cement,mean_mud
8612.0,143.53333333333333,井浆替入1,0.5165170063036545,0.5165170063036545,1346.42976753507,1026.773779559118,1283.4672244488977,0.1322645290580615,0.16879419070935922,0.3106603951018955,0.060241243822164225,0.0,0.4946974924811472,0.03969282746672724
8616.0,143.6,井浆替入1,0.517669295786337,0.517669295786337,1346.42976753507,1031.6170521042084,1288.310496993988,0.1302605210420302,0.1691297168085438,0.3057031230790291,0.05930905382853824,0.0,0.49592599489929423,0.03950247449543791
8620.0,143.66666666666666,井浆替入1,0.5188215687758526,0.5188215687758526,1351.2730400801602,1031.6170521042084,1293.153769539078,0.1322645290580615,0.16946528097447086,0.31015090199012035,0.0601454788204856,0.0,0.49715341995566176,0.03931318486411194
8624.0,143.73333333333332,井浆替入1,0.5199738188979085,0.5199738188979085,1356.1163126252504,1036.4603246492984,1297.9970420841682,0.13226452905806158,0.16980083558237752,0.30989466002501015,0.06009731155236364,0.0,0.4983799468984227,0.03912492299043527
8628.0,143.8,井浆替入1,0.52112604144521,0.52112604144521,1356.1163126252504,1036.4603246492984,1297.9970420841682,0.13226452905806158,0.17013633719862997,0.30963785655209564,0.06004903625772884,0.0,0.4996057782228464,0.03893764404615014
8632.0,143.86666666666667,井浆替入1,0.5222782348646599,0.5222782348646599,1360.9595851703405,1041.3035971943887,1302.8403146292585,0.1322645290580615,0.17047175044177107,0.309380835102494,0.06000071750399283,0.0,0.5008311279830643,0.03875129780805139
8636.0,143.93333333333334,井浆替入1,0.523430399608815,0.523430399608815,1365.8028577154307,1041.3035971943887,1307.6835871743485,0.13426853707409275,0.17080705033884777,0.3138076146314626,0.06083258311728723,0.0,0.5020562054733663,0.03856583442119848
8640.0,144.0,井浆替入1,0.5245825400468884,0.5245825400468884,1365.8028577154307,1046.146869739479,1307.6835871743485,0.1322645290580615,0.17114222820135405,0.3088673765415452,0.059904182411623985,0.0,0.5032812012703713,0.038381208885669614
8644.0,144.06666666666666,井浆替入1,0.5257346626411316,0.5257346626411316,1370.646130260521,1050.990142284569,1312.5268597194388,0.13226452905806158,0.1714772895656558,0.308611390500368,0.059856050898200674,0.0,0.5045062709293592,0.038197385575224
8648.0,144.13333333333333,井浆替入1,0.5268867764425804,0.5268867764425804,1375.489402805611,1050.990142284569,1317.3701322645288,0.13426853707409275,0.17181225758627208,0.31302809628218403,0.06068615205611294,0.0,0.5057315238112486,0.03801434402447076
