depth_md_m,cbl_amplitude_pct,quality_proxy,quality_proxy_pct,quality_grade_cn,segment_type_cn,segment_note_cn,simulated_effective_efficiency,simulated_minus_cbl_proxy
7540,4.4,0.956,95.6,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8293335158713909,-0.12666648412860904
7550,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8317053096338588,-0.12729469036614116
7560,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8350068245862139,-0.10899317541378606
7570,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.83733788458315,-0.10666211541685
7580,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8392243103000933,-0.1087756896999067
7590,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8409196626874298,-0.10308033731257016
7600,8.1,0.919,91.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8424806168635717,-0.07651938313642836
7610,8.1,0.919,91.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8441233344202488,-0.07487666557975126
7620,5.6,0.944,94.4,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8459088820183028,-0.09809111798169712
7630,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8478002940413558,-0.09319970595864413
7640,6.7,0.933,93.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8497140778359876,-0.08328592216401243
7650,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8515296855181738,-0.09647031448182619
7660,7.8,0.922,92.2,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8531543295973659,-0.06884567040263412
7670,6.7,0.933,93.3,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8561711941871857,-0.07682880581281437
7680,8.9,0.911,91.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8603158628041373,-0.05068413719586273
7690,8.5,0.915,91.5,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8630701981847549,-0.05192980181524509
7700,6.3,0.937,93.7,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8653288619535419,-0.0716711380464582
7710,5.2,0.948,94.8,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8677958234026577,-0.08020417659734225
7720,5.9,0.941,94.1,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.870473995449077,-0.07052600455092295
7730,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8731986773777823,-0.08580132262221762
7740,4.1,0.959,95.9,胶结良好,目的井段,6153.0-7741.0m 目的/应封固评价井段,0.8781078333122472,-0.08089216668775279
7750,5.6,0.944,94.4,胶结良好,其他测量段,测量井段内其他深度,0.8833681280218059,-0.060631871978194085
7760,5.2,0.948,94.8,胶结良好,其他测量段,测量井段内其他深度,0.8886157627915175,-0.059384237208482404
7770,3.7,0.963,96.3,胶结良好,其他测量段,测量井段内其他深度,0.8976073477034608,-0.06539265229653912
7780,4.1,0.959,95.9,胶结良好,其他测量段,测量井段内其他深度,0.9153686616004546,-0.04363133839954536
7790,5.2,0.948,94.8,胶结良好,其他测量段,测量井段内其他深度,0.9527461491071562,0.004746149107156206
7800,4.4,0.956,95.6,胶结良好,其他测量段,测量井段内其他深度,0.9904385609970853,0.03443856099708531
7810,4.1,0.959,95.9,胶结良好,其他测量段,测量井段内其他深度,0.9985741930815949,0.03957419308159493
