cement_occ,channeling,corrected,elapsed_s,eta_E,eta_N,instability,mixing,wall_frac,well
0.41751480279187514,0.9830508474572288,False,9.3,0.41751480279187514,0.05625890501181967,1.0,0.3917624884658011,0.39208333333333334,hu101
0.44236002378745565,0.9999999999995948,True,23.7,0.44236002378745565,0.0533437630086248,1.0,0.363419836130525,0.45666666666666667,hu101
