run_id,ablation_level,enable_local_i3,nz,dt,effective_efficiency,channeling_index,mixing_index,cement_occupation,instability_index,buoyancy_number,elapsed_s
ht1_004_base_R0,R0,False,500,4.0,0.48195601340898914,0.006012024048093708,0.023118997500817987,0.48195601340898914,0.005144917287177919,17.59642905964601,34.6
ht1_004_base_R1,R1,False,500,4.0,0.4759524579824995,0.01402805611221859,0.02518045682893199,0.4759524579824995,0.011811848451916629,17.66445468693645,32.2
ht1_004_base_R2,R2,False,500,4.0,0.47595245766414856,0.01402805611221859,0.025180457588487606,0.47595245766414856,0.01181184841698879,17.664454686310933,39.2
ht1_004_base_R3,R3,False,500,4.0,0.4816982153579867,0.008016032064124975,0.022284580718714697,0.4816982153579867,0.007602953390340561,17.64335324023474,40.7
ht1_004_li3_R2,R2,True,500,4.0,0.48068191557891077,0.014028056112218683,0.02680247151784492,0.48068191557891077,0.011726360061030339,17.43821484241416,38.5
ht1_004_li3_R3,R3,True,500,4.0,0.4747004751313551,0.026052104208406004,0.02784629351765898,0.4747004751313551,0.022394550030165994,17.615769546175034,39.3
