井深_m,领浆平均浓度,尾浆平均浓度,水泥平均浓度,前置液隔离液平均浓度,冲洗液平均浓度,平均有效顶替效率,钻井液平均浓度,宽边有效效率,中线有效效率,窄边有效效率,宽边水泥浓度,中线水泥浓度,窄边水泥浓度,宽边前置液隔离液浓度,中线前置液隔离液浓度,窄边前置液隔离液浓度,环空间隙_m,偏心度指标,居中度
7868.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03834725289821076,0.54,0.46
7858.088353413655,0.007210837489580498,0.007539213268707667,0.014750050758288164,0.0007567590993903559,0.0,0.014750050758288164,0.9844931901423218,0.008204802986647528,0.017741093729456817,0.022714938894839234,0.008204802986647528,0.017741093729456817,0.022714938894839234,0.0002476284410576202,0.0009151277643236646,0.0016438220474719086,0.03834725289821075,0.541479350236768,0.45852064976323204
7848.176706827309,0.0148070597209477,0.014893952078903368,0.029701011799851063,0.001600629191195794,0.0,0.029701011799851063,0.9686983590089532,0.016193859488648876,0.03451695669725536,0.048771808658968095,0.016193859488648876,0.03451695669725536,0.048771808658968095,0.0005014292423794291,0.001804635063012795,0.0036274473199197715,0.03834725289821077,0.5429587004735359,0.4570412995264641
7838.265060240964,0.0273905197574912,0.02511945513409246,0.05250997489158366,0.003339939857213336,0.0,0.05250997489158366,0.9441500852512029,0.023762713978547456,0.055377212765319817,0.11018943747715426,0.023762713978547456,0.055377212765319817,0.11018943747715426,0.0007656402624590127,0.0033142383044598516,0.009963313922484424,0.039505419242264785,0.5444380507103039,0.4555619492896961
7828.353413654619,0.04801471330479444,0.04396051579761304,0.09197522910240746,0.006267943669167304,0.0,0.09197522910240746,0.9017568272284253,0.0306897233523142,0.12385692725147247,0.19363925062709272,0.0306897233523142,0.12385692725147247,0.19363925062709272,0.0010356146844060072,0.00780916569107527,0.019363674879112867,0.04612198067079612,0.5459174009470718,0.4540825990529282
7818.441767068273,0.06101805276889367,0.06045261447936402,0.12147066724825768,0.007631900033872162,0.0,0.12147066724825768,0.8708974327178701,0.036735046381808745,0.1622190247641697,0.26781114803284956,0.036735046381808745,0.1622190247641697,0.26781114803284956,0.0012952078955580594,0.007815735298414964,0.02802382865903376,0.05164266088739339,0.5473967511838398,0.4526032488161602
7808.530120481928,0.07146200290489979,0.07412856853267034,0.14559057143757012,0.008771650336963338,0.0,0.14559057143757012,0.8456377782254665,0.041735553990152455,0.1904316413896519,0.3330812839553646,0.041735553990152455,0.1904316413896519,0.3330812839553646,0.0015309462404033433,0.007309175913853655,0.03645504677858691,0.0512885139884671,0.5488761014206078,0.4511238985793922
7798.618473895583,0.08045720130088484,0.08537439485483195,0.16583159615571677,0.009857116847380857,0.0,0.16583159615571677,0.8243112869969023,0.04559805024828603,0.21537891558411976,0.3892759192486135,0.04559805024828603,0.21537891558411976,0.3892759192486135,0.0017306980865589028,0.007012764823528244,0.0448252182887956,0.05075638416154392,0.5503554516573756,0.4496445483426243
7788.706827309237,0.08805039081303669,0.09380840232193458,0.18185879313497125,0.01090648353937918,0.0,0.18185879313497125,0.8072347233256495,0.04828898778862872,0.23582792787246182,0.43583377956951197,0.04828898778862872,0.23582792787246182,0.43583377956951197,0.0018820406534488248,0.006820143404887932,0.05317500725789811,0.049125313232686214,0.5518348018941437,0.4481651981058563
7778.795180722892,0.09422060647228087,0.09953163610336813,0.193752242575649,0.01188998612999843,0.0,0.193752242575649,0.7943577712943528,0.049766584921147966,0.2501973469992059,0.47247409638682725,0.049766584921147966,0.2501973469992059,0.47247409638682725,0.0019587457469795403,0.0066241331135914305,0.06151876518707055,0.04772494669189676,0.5533141521309116,0.4466858478690884
