well,standoff_delta,eta_E,eta_N,mixing,channeling,cement_occ,elapsed_s,source
hu101,-0.1,0.36998188940324367,0.011504383521144372,0.3670562681092266,0.9999999999995948,0.36998188940324367,274.2,computed
hu101,0.0,0.36964176933069803,0.01322796572259419,0.3513185404862991,0.9999999999995948,0.36964176933069803,194.0,baseline_reuse
hu101,0.1,0.36832365226566066,0.015286078585653364,0.3376731226613116,0.9999999999995948,0.36832365226566066,240.0,computed
ht1_001,-0.1,0.5489903087735326,0.4280750980954554,0.2959133927361017,0.530120481927478,0.5489903087735326,329.2,computed
ht1_001,0.0,0.5478117224307686,0.4642407701809874,0.28870579968161914,0.4979919678712672,0.5478117224307686,329.3,baseline_reuse
ht1_001,0.1,0.5509691486048512,0.5023405532088381,0.26755041174125904,0.39357429718858217,0.5509691486048512,424.0,computed
ht1_003,-0.1,0.6457570039518903,0.5059945383505529,0.24434475179685222,0.4618473895580331,0.6457570039518903,770.4,computed
ht1_003,0.0,0.6557578211612777,0.5589559934816166,0.2292681097099106,0.40963855421669026,0.6557578211612777,443.4,baseline_reuse
ht1_003,0.1,0.6783143174672035,0.6236926599237479,0.20887572130159596,0.3373493975902155,0.6783143174672035,777.2,computed
