cement_occ,cfl_mode,channeling,corrected,elapsed_s,eta_E,eta_N,instability,mixing,rheology_source,wall_frac,well
0.3696417693306981,on,0.9999999999995948,True,233.4,0.3696417693306981,0.01322796572259419,1.0,0.351318540486299,primary,0.5081,hu101
0.4332395102441625,on,0.9999999999995948,True,229.5,0.4332395102441625,0.017393222722748368,1.0,0.3330444743361903,recheck,0.4799,hu101
