time_s,time_min,stage,bulk_cement_fill,effective_efficiency,front_wide_m,front_narrow_m,front_mid_m,channeling_index,mixing_index,instability_proxy,instability_index,mean_wall_mud,mean_cement,mean_mud,mean_flusher
8816.799140875335,146.94665234792225,替保护液/中置液,0.2821256953273809,0.2821256953273809,945.5486867469881,486.54446987951815,523.2648072289157,0.20080321285131777,0.22342657829996324,4.90668148793735,0.6251900935188874,0.5421,0.28686502521076707,0.3678261689573307,0.0
8817.554517636048,146.9592419606008,替保护液/中置液,0.28222995122492406,0.28222995122492406,945.5486867469881,486.54446987951815,523.2648072289157,0.20080321285131777,0.22349360357278605,4.8997578549994705,0.624670724767226,0.542,0.28696297281535743,0.3677727822694663,0.0
8818.353523188061,146.97255871980101,替保护液/中置液,0.2823402861978044,0.2823402861978044,945.5486867469881,495.72455421686755,523.2648072289157,0.19678714859429142,0.22356194829890216,4.794401275579459,0.6166781315440093,0.5417,0.2870665888902331,0.36771511725491884,0.0
8819.186975561663,146.98644959269438,替保护液/中置液,0.2824554174811307,0.2824554174811307,945.5486867469881,495.72455421686755,523.2648072289157,0.19678714859429142,0.2236313833598228,4.787246709622298,0.616129238610457,0.5415,0.2871746876784556,0.36765436540898694,0.0
8820.048475806325,147.00080793010542,替保护液/中置液,0.2825743919782998,0.2825743919782998,945.5486867469881,495.72455421686755,523.2648072289157,0.19678714859429142,0.22370150689128673,4.780283571718015,0.6155942771861035,0.5413,0.2872863910009836,0.367591349325657,0.0
8820.934912544646,147.0155818757441,替保护液/中置液,0.2826967434239852,0.2826967434239852,945.5486867469881,495.72455421686755,523.2648072289157,0.19678714859429142,0.22377215000094672,4.7736635116579995,0.6150849823097481,0.5413,0.28740127573651403,0.3675266705862282,0.0
8821.840988863552,147.03068314772588,替保护液/中置液,0.2828217815647632,0.2828217815647632,945.5486867469881,495.72455421686755,523.2648072289157,0.19678714859429142,0.22384330201215455,4.767302798581441,0.6145950039173536,0.5413,0.2875186724446348,0.36746066606246613,0.0
8822.76633563123,147.04610559385384,替保护液/中置液,0.2829495133152268,0.2829495133152268,945.5486867469881,495.72455421686755,523.2648072289157,0.19678714859429142,0.22391514693196243,4.761344925889825,0.6141354914197528,0.5413,0.28763859397256664,0.3673937066650216,0.0
8823.718300758728,147.06197167931214,替保护液/中置液,0.28308092798061896,0.28308092798061896,945.5486867469881,495.72455421686755,523.2648072289157,0.19678714859429142,0.22398775743351942,4.754930941243933,0.6136401879941318,0.5412,0.2877619664655062,0.36732588401808447,0.0
8824.688811014705,147.07814685024508,替保护液/中置液,0.2832149381822192,0.2832149381822192,945.5486867469881,495.72455421686755,523.2648072289157,0.19678714859429142,0.22406103902202248,4.748778381012852,0.6131644749660043,0.541,0.28788777889394956,0.367256669835931,0.0
8825.684104358857,147.09473507264764,替保护液/中置液,0.2833524330801506,0.2833524330801506,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22413523148624914,4.839317203607823,0.6201061626623643,0.5411,0.28801685869723964,0.36718674852489985,0.0
8826.700649361575,147.11167748935958,替保护液/中置液,0.2834928210612315,0.2834928210612315,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22420985152021172,4.833004909793979,0.6196262594932541,0.5409,0.28814864938538576,0.3671156934920196,0.0
8827.106371687041,147.11843952811736,替保护液/中置液,0.283551263973248,0.283551263973248,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.2242765438094979,4.828222222418062,0.6192622436862584,0.5407,0.2882070695021255,0.36704373318142286,0.0
8827.518599527346,147.12530999212242,替保护液/中置液,0.28360861920730857,0.28360861920730857,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22433592371564096,4.930939310452186,0.6270041040039614,0.5407,0.2882626360462096,0.3670107054194247,0.0
8827.961387965956,147.1326897994326,替保护液/中置液,0.28366983770134796,0.28366983770134796,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.2243952986538946,4.914999503631912,0.6258131100859595,0.5403,0.2883209758555937,0.36697854150601034,0.0
8828.496908105895,147.14161513509825,替保护液/中置液,0.28374454937609284,0.28374454937609284,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22445949399633452,4.9047963093347295,0.6250487501516631,0.5401,0.2883914752040703,0.3669442892989592,0.0
8829.110847069609,147.15184745116014,替保护液/中置液,0.28382990801791913,0.28382990801791913,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22452463541694645,4.894247158530527,0.6242568315828085,0.5402,0.2884718441431148,0.3669022829684834,0.0
8829.7590953204,147.16265158867333,替保护液/中置液,0.28391925381213934,0.28391925381213934,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22458818344089876,4.886128337883749,0.6236462176917782,0.5402,0.2885560099722649,0.3668540448097,0.0
8830.445342192856,147.1740890365476,替保护液/中置液,0.2840136557691352,0.2840136557691352,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22465231670020297,4.881271427620344,0.6232804567641456,0.54,0.28864491254963287,0.3668034866618682,0.0
8831.179154548912,147.18631924248186,替保护液/中置液,0.284114760959319,0.284114760959319,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22471818599401286,4.87565216467411,0.6228568415341105,0.54,0.28874005973443156,0.3667501678165041,0.0
8831.945949114246,147.1990991519041,替保护液/中置液,0.28422031299821926,0.28422031299821926,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22478455393750255,4.86967886198035,0.6224060142460646,0.5398,0.28883938502213197,0.3666932446269939,0.0
8832.74150618631,147.2123584364385,替保护液/中置液,0.28432977236608314,0.28432977236608314,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.2248515541969757,4.864669197350947,0.6220275008082499,0.5395,0.28894238415996465,0.36663409092970517,0.0
8833.566361211997,147.22610602019995,替保护液/中置液,0.28444338095573185,0.28444338095573185,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22491973477421195,4.860045531116693,0.621677815413916,0.5395,0.2890492585962264,0.36657310286690187,0.0
8834.42337720248,147.24038962004133,替保护液/中置液,0.2845615575833299,0.2845615575833299,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.2249891959425548,4.8554580079344785,0.621330543768178,0.5394,0.28916039817061884,0.3665102133567006,0.0
8835.30694743889,147.25511579064818,替保护液/中置液,0.28468350135209397,0.28468350135209397,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22505970124510383,4.851099858004378,0.6210003402285889,0.5393,0.28927505860361313,0.3664452538927659,0.0
8836.212848288162,147.27021413813603,替保护液/中置液,0.2848085347257158,0.2848085347257158,954.7287710843375,495.72455421686755,523.2648072289157,0.20080321285131777,0.22513081647153843,4.846714123216992,0.6206677559888323,0.5392,0.2893926219502461,0.36637873353792305,0.0
8837.139718923561,147.28566198205937,替保护液/中置液,0.28493646790489696,0.28493646790489696,954.7287710843375,495.72455421686755,532.4448915662651,0.20080321285131777,0.225202536816716,4.842864363270794,0.6203755759050891,0.539,0.28951291860148787,0.3663110460089925,0.0
8838.086394976895,147.3014399162816,替保护液/中置液,0.28506714360131125,0.28506714360131125,954.7287710843375,495.72455421686755,532.4448915662651,0.20080321285131777,0.22527484738143683,4.839578985504887,0.6201260520075769,0.5388,0.2896357966047496,0.36624239028449873,0.0
8839.047928585192,147.31746547641987,替保护液/中置液,0.2851998676214171,0.2851998676214171,954.7287710843375,495.72455421686755,532.4448915662651,0.20080321285131777,0.225347586131592,4.836259742615605,0.6198737895046498,0.5384,0.2897606068570715,0.3661728853699245,0.0
8840.031267229338,147.3338544538223,替保护液/中置液,0.2853356140972028,0.2853356140972028,954.7287710843375,495.72455421686755,532.4448915662651,0.20080321285131777,0.2254209771103728,4.832927792254655,0.6196203927506332,0.5383,0.2898882632693607,0.3661029244579178,0.0
8840.427131535133,147.3404521922522,替保护液/中置液,0.28539259126950967,0.28539259126950967,954.7287710843375,495.72455421686755,532.4448915662651,0.20080321285131777,0.22548695830887092,4.829421054662099,0.6193535208829747,0.538,0.28994541548608577,0.3660320288246971,0.0
8840.82868664674,147.34714477744566,替保护液/中置液,0.28544844723514173,0.28544844723514173,954.7287710843375,495.72455421686755,532.4448915662651,0.20080321285131777,0.22554589681997306,4.928209046936489,0.6268003729678137,0.5379,0.2899996538518118,0.3659993799151573,0.0
8841.261461729564,147.35435769549272,替保护液/中置液,0.2855082918763635,0.2855082918763635,954.7287710843375,495.72455421686755,532.4448915662651,0.20080321285131777,0.22560494668800435,4.915078238563452,0.6258190023553987,0.5377,0.2900567834964822,0.3659677044657986,0.0
