地面累计时间_s,地面累计时间_min,环空顶替时间_s,环空顶替时间_min,地面施工阶段,鞋口出流流体,环空入口相,排量_m3_min
0.000,0.000,0.000,0.000,注入平衡液,钻井液,泥浆相,1.400000
3567.169,59.453,0.000,0.000,注入领浆,平衡液,前置液/隔离液相,1.000000
5967.169,99.453,0.000,0.000,注入尾浆,隔离液,前置液/隔离液相,1.000000
7167.169,119.453,0.000,0.000,注入尾浆,领浆,水泥相,1.000000
8173.202,136.220,1006.033,16.767,替钻井液(快),中间浆,水泥相,1.400000
9776.597,162.943,2609.429,43.490,井浆快替,井浆,泥浆相,1.000000
11102.597,185.043,3935.429,65.590,井浆快替,压塞液,泥浆相,1.000000
11222.597,187.043,4055.429,67.590,井浆快替,替钻井液,泥浆相,1.000000
13219.714,220.329,6052.545,100.876,施工结束后保持,替钻井液,泥浆相,0.000000
