井深_m,领浆平均浓度,尾浆平均浓度,水泥平均浓度,前置液隔离液平均浓度,冲洗液平均浓度,平均有效顶替效率,钻井液平均浓度,宽边有效效率,中线有效效率,窄边有效效率,宽边水泥浓度,中线水泥浓度,窄边水泥浓度,宽边前置液隔离液浓度,中线前置液隔离液浓度,窄边前置液隔离液浓度,环空间隙_m,偏心度指标,居中度
7746.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.044897284976220184,0.42000000000000004,0.58
7729.623820143885,0.0032357905660317823,0.996755955514418,0.9999917460804498,1.6438113434638554e-06,0.0,0.9999917460804498,6.610108206677342e-06,0.9999999999999829,0.9999998967148258,0.9999205169970958,0.9999999999999829,0.9999998967148258,0.9999205169970958,2.6752082173387865e-17,5.222894004507074e-09,1.781356111743417e-05,0.044897284976220204,0.4018042446043162,0.5981957553956838
7713.24764028777,0.0076722957500013666,0.992308184206871,0.9999804799568726,4.090649693009065e-06,0.0,0.9999804799568726,1.542939343473916e-05,0.9999999999999394,0.9999997121161698,0.9998203425893316,0.9999999999999394,0.9999997121161698,0.9998203425893316,1.0896192039235045e-16,1.6259165371140995e-08,4.2254483183333444e-05,0.0448972849762202,0.38360848920863344,0.6163915107913666
7696.871460431655,0.013419053212860861,0.9865467775267839,0.9999658307396447,7.510370787679297e-06,0.0,0.9999658307396447,2.6658889567588592e-05,0.9999999999998425,0.9999994056174364,0.9996956027790491,0.9999999999998425,0.9999994056174364,0.9996956027790491,3.256538828001578e-16,3.7227953965113e-08,7.490779169446043e-05,0.0448972849762202,0.3737483144912641,0.6262516855087359
7680.495280575539,0.02054730367305963,0.9794001120775683,0.9999474157506278,1.2062811963960558e-05,0.0,0.9999474157506278,4.05214374081327e-05,0.9999999999996405,0.9999989489995286,0.9995434246147014,0.9999999999996405,0.9999989489995286,0.9995434246147014,8.433304484267944e-16,7.164992789993141e-08,0.0001171381954196912,0.04489728497622021,0.3659501336073997,0.6340498663926003
7664.119100719425,0.029126949384847795,0.970797789822238,0.9999247392070858,1.7933803283648853e-05,0.0,0.9999247392070858,5.732698963086958e-05,0.9999999999992412,0.9999983082756058,0.999361208337782,0.9999999999992412,0.9999983082756058,0.999361208337782,1.997214888318542e-15,1.2367385774369356e-07,0.00017021491189782284,0.04489728497622019,0.3581519527235356,0.6418480472764644
7647.742920863309,0.03918758270767159,0.9607097023876661,0.9998972850953372,2.531479114118861e-05,0.0,0.9998972850953372,7.740011352154248e-05,0.9999999999984831,0.9999974383953544,0.99914631772815,0.9999999999984831,0.9999974383953544,0.99914631772815,4.437675624944171e-15,1.985736904931568e-07,0.00023538346911798418,0.04489728497622019,0.3503537718396711,0.6496462281603289
7631.366741007194,0.05072335049709199,0.9491411289086407,0.9998644794057322,3.4403769191311816e-05,0.0,0.9998644794057322,0.00010111682507637284,0.9999999999970833,0.9999962833348015,0.9988960027613494,0.9999999999970833,0.9999962833348015,0.9988960027613494,9.392708568721726e-15,3.025573391581146e-07,0.0003138584590207575,0.044897284976220204,0.3425555909558067,0.6574444090441933
7614.990561151079,0.06369621360305779,0.9361294391536927,0.9998256527567508,4.5409575376595285e-05,0.0,0.9998256527567508,0.0001289376678727235,0.9999999999945488,0.9999947686446902,0.9986072763645735,0.9999999999945488,0.9999947686446902,0.9986072763645735,1.914247640684454e-14,4.431466642138032e-07,0.0004068327064914247,0.044897284976220204,0.3347574100719426,0.6652425899280574
7598.614381294964,0.07804410451524656,0.921735870511412,0.9997799750266588,5.85638183106215e-05,0.0,0.9997799750266588,0.00016146115503103288,0.9999999999900177,0.9999927866831898,0.9982767220445075,0.9999999999900177,0.9999927866831898,0.9982767220445075,3.7899209933687486e-14,6.301415980231216e-07,0.0005155138121149677,0.04489728497622019,0.32695922918807807,0.6730407708119219
7582.238201438849,0.09369556827505852,0.906030777102023,0.9997263453770814,7.414681566731401e-05,0.0,0.9997263453770814,0.00019950780725115728,0.999999999981964,0.9999901676076675,0.99790020754061,0.999999999981964,0.9999901676076675,0.99790020754061,7.350374420319769e-14,8.779713369640347e-07,0.000641202723118965,0.04489728497622021,0.31916104830421366,0.6808389516957863
7565.862021582734,0.11059494203700697,0.8890682657922157,0.9996632078292228,9.253996512245133e-05,0.0,0.9996632078292228,0.00024425220565472137,0.9999999999676575,0.999986622013794,0.997472471229993,0.9999999999676575,0.999986622013794,0.997472471229993,1.4084148256198555e-13,1.2113663233404705e-06,0.0007854356941865026,0.044897284976220204,0.3113628674203496,0.6886371325796504
