井深_m,balance_平均浓度,spacer_平均浓度,lead_平均浓度,tail_平均浓度,mud_平均浓度
7704.785571142284,0.0002829182851940466,6.446872250003725e-05,0.016288944894984326,0.9307747594919665,0.052588908605355034
7699.839679358717,0.0002684903033479564,6.136738266518357e-05,0.016753523064839158,0.930935899994875,0.05198071925427272
7694.89378757515,0.0002552828599773305,5.850718988062351e-05,0.017249030090991737,0.9311623414857747,0.05127483837337565
7689.9478957915835,0.0002430689867914111,5.584481244863783e-05,0.017766249843781088,0.9314201056061531,0.0505147307508258
7685.002004008016,0.0002316858573473548,5.334897454766784e-05,0.018294676877754823,0.9316876365295271,0.04973265176082298
7680.056112224449,0.00022100037477824097,5.0993495179110225e-05,0.018824788133821286,0.9319573308998319,0.04894588709638947
7675.110220440882,0.00021092381472781452,4.876239764497773e-05,0.019357709417915075,0.9322132810020778,0.048169323367634354
7670.164328657314,0.00020143781654901905,4.6655957847875695e-05,0.019905500710022776,0.9324294110290764,0.04741699448650394
7665.218436873747,0.00019251939561904733,4.4671283672165096e-05,0.020470220614931336,0.9326044094001719,0.04668817930560554
7660.272545090181,0.00018411174487243192,4.279624215460396e-05,0.021045681278049986,0.9327522232694619,0.04597518746546103
7655.3266533066135,0.00017616674524197754,4.102064235719558e-05,0.021629200882003354,0.9328791043689562,0.04527450736144134
7650.380761523046,0.0001686420787578769,3.9335479738271666e-05,0.022219649078570748,0.9329878247328856,0.04458454863004757
7645.434869739479,0.0001614998085444348,3.773260161211732e-05,0.0228166148924851,0.9330793569340134,0.04390479576334494
7640.488977955912,0.0001547058367248799,3.620460753327014e-05,0.02342001828812826,0.9331536488225346,0.04323542244507894
7635.543086172344,0.00014822978539084418,3.4744852335887976e-05,0.024029895298427615,0.9332100875255794,0.04257704253826622
7630.597194388778,0.00014204474153210134,3.334741066036133e-05,0.02464624623928095,0.9332478674292856,0.041930494179240996
7625.651302605211,0.0001361265825208203,3.2006934871459365e-05,0.025268977073460312,0.9332660943271227,0.04129679508202466
7620.705410821643,0.00013044970872555305,3.0717620401535244e-05,0.025897742215826358,0.9332619232890501,0.0406791671659964
7615.759519038076,0.00012498497575122488,2.94727791805756e-05,0.02653193626910146,0.9332343074983636,0.040079298477603165
7610.813627254509,0.00011969680041734418,2.8264430491090616e-05,0.027180457205448073,0.9331686578353884,0.039502923728255146
7605.867735470942,0.00011457300484819983,2.7090218202251213e-05,0.027853596437650577,0.9330512242867416,0.03895351605255737
7600.921843687374,0.00010962898061704187,2.595414003972843e-05,0.02854838556756918,0.9328883602965722,0.038427671015201836
