井深_m,水泥平均浓度,平均有效顶替效率,钻井液平均浓度,宽边有效效率,中线有效效率,窄边有效效率,宽边水泥浓度,中线水泥浓度,窄边水泥浓度,环空间隙_m,偏心度指标,居中度
7868.0,1.0,0.9999984710490104,0.0,0.9999999999999998,0.9999999992029885,0.9999839668724774,1.0,1.0,1.0,0.03841255679203555,0.40780000000000005,0.5922
7863.054108216433,0.9999999999999997,0.9999966640473352,3.3306690738754696e-16,0.9999999999999999,0.9999999984730218,0.9999622639735639,1.0,1.0,0.9999999999999978,0.03841255679203555,0.40780000000000005,0.5922
7858.108216432865,0.9999999999999996,0.9999937332021462,4.440892098500626e-16,0.9999999999999999,0.9999999977234225,0.9999269461773832,1.0,0.9999999999999997,0.9999999999999978,0.03841255679203555,0.40780000000000005,0.5922
7853.162324649298,0.9999999999999992,0.999989165067769,7.771561172376096e-16,0.9999999999999999,0.9999999966021721,0.9998668319570667,1.0,0.9999999999999996,0.9999999999999978,0.03841255679203555,0.40780000000000005,0.5922
7848.216432865732,0.999999999999999,0.9999830556855854,9.992007221626409e-16,0.9999999999999999,0.999999995035807,0.9997968388394697,1.0,0.9999999999999993,0.9999999999999978,0.03841255679203555,0.40780000000000005,0.5922
7843.2705410821645,0.999999999999999,0.999976069321573,9.992007221626409e-16,0.9999999999999999,0.9999999930641645,0.9997071020130154,1.0,0.9999999999999993,0.9999999999999979,0.03841255679203555,0.40780000000000005,0.5922
7838.324649298597,0.9999999999999991,0.999966565719275,8.881784197001252e-16,0.9999999999999999,0.9999999911041176,0.9995819764974598,1.0,0.9999999999999993,0.9999999999999989,0.03841255679203555,0.40780000000000005,0.5922
7833.37875751503,0.9999999999999992,0.9999537702455283,7.771561172376096e-16,0.9999999999999999,0.9999999899289397,0.9994035708222729,1.0,0.9999999999999993,0.9999999999999997,0.03841255679203555,0.40780000000000005,0.5922
7828.432865731463,0.9999999999999992,0.9999361154681831,7.771561172376096e-16,0.9999999999999999,0.9999999891092761,0.9991438825276655,1.0,0.9999999999999993,0.9999999999999981,0.03841255679203555,0.40780000000000005,0.5922
7823.486973947895,0.999999999999999,0.9999118777677455,9.992007221626409e-16,0.9999999999999998,0.9999999883005776,0.9987553712054807,0.9999999999999999,0.9999999999999996,0.9999999999999983,0.03841255679203555,0.40780000000000005,0.5922
7818.541082164329,0.999999999999999,0.9998641706758566,9.992007221626409e-16,0.9999999999999997,0.9999999875248415,0.9978614217025626,0.9999999999999998,0.9999999999999996,0.9999999999999978,0.03841255679203555,0.40780000000000005,0.5922
