time_s,time_min,stage,bulk_cement_fill,effective_efficiency,target_interval_efficiency,cbl_eval_interval_efficiency,cbl_quality_proxy,front_wide_m,front_narrow_m,front_mid_m,channeling_index,mixing_index,instability_proxy,instability_index,mean_wall_mud,mean_cement,mean_mud
0.0,0.0,注入尾管水泥浆,0.006105755147687456,0.00011678279825250894,0.0,0.0,0.0,6.560431654676257,0.0,0.0,0.007194244604308658,5.331016840715931e-05,0.08856222561598606,0.017556501836775484,0.9998342065688673,0.009629640880183744,0.9903703591198161
4.0,0.06666666666666667,注入尾管水泥浆,0.011901500000619819,0.0003363624337768079,0.0,0.0,0.0,19.68129496402877,0.0,0.0,0.021582733812925973,0.004012267853676552,1.4378239744825312,0.24991203667558293,0.9995735499233058,0.014720774322179813,0.98527922567782
8.0,0.13333333333333333,注入尾管水泥浆,0.01758504639839513,0.0006753124288376095,0.0,0.0,0.0,32.80215827338128,0.0,6.560431654676257,0.035971223021543285,0.00650170661579752,8.938873881319175,0.8326678929319299,0.9992164873591787,0.019620070171393222,0.9803799298286068
12.0,0.2,注入尾管水泥浆,0.023346265481676367,0.001128519461284074,0.0,4.383376617834635e-27,4.261825313693243e-27,45.923021582733796,0.0,6.560431654676257,0.05035971223016061,0.008884228320574639,29.350213969022118,0.9971772474648893,0.998761089169982,0.024573614098470236,0.9754263859015299
16.0,0.26666666666666666,注入尾管水泥浆,0.028764900497948675,0.0016913818146462038,0.0,2.4310093804927383e-07,2.3624510262918138e-07,52.48345323741005,0.0,6.560431654676257,0.05755395683446926,0.009822280783206645,35.003129799299565,0.9990886886573408,0.9982117909153286,0.029315562696459914,0.9706844373035401
20.0,0.3333333333333333,注入尾管水泥浆,0.03495589581439203,0.0023727482979610747,0.0,4.2654259425314715e-05,4.1398960083153365e-05,72.16474820143883,0.0,13.120863309352513,0.07913669064739524,0.010741556499464138,48.387038639599126,0.9999373162132266,0.9975537938413637,0.03475618036553149,0.9652438196344685
24.0,0.4,注入尾管水泥浆,0.04040372051010299,0.0031475808383323732,0.0,0.0001543552330419618,0.00014957327254032623,98.40647482014386,0.0,13.120863309352513,0.10791366906462987,0.010227265016292281,66.1118763624346,0.99999819034669,0.9968018759076764,0.0397178065217774,0.9602821934782225
28.0,0.4666666666666667,注入尾管水泥浆,0.04731142685959461,0.004046130320172174,0.0,0.00035990067712896864,0.0003487468160047748,98.40647482014386,0.0,13.120863309352513,0.10791366906462987,0.010552476922566861,66.13507234365467,0.9999981987225831,0.9959397254144039,0.04546625266589292,0.9545337473341072
32.0,0.5333333333333333,注入尾管水泥浆,0.053052146763340836,0.004989978253332644,0.0,0.0005718377366776683,0.0005527573132006376,137.7690647482014,0.0,19.68129496402877,0.15107913669048184,0.011272448464780791,92.72026790257503,0.9999999911606596,0.9949705599300107,0.051063975378614165,0.9489360246213859
36.0,0.6,注入尾管水泥浆,0.0598761064209314,0.006078233907119743,0.0,0.0009167846204194471,0.0008869001938386444,124.64820143884887,0.0,19.68129496402877,0.1366906474818645,0.011665042288522257,83.75179080222456,0.9999999468611831,0.9939034862811358,0.056535435258368724,0.9434645647416312
40.0,0.6666666666666666,注入尾管水泥浆,0.0660791063686756,0.007239176916865277,1.4892651731987672e-18,0.001356687199365144,0.0013081533555899917,177.13165467625893,0.0,19.68129496402877,0.19424460431633375,0.012905393727169145,119.23617550199089,0.9999999999560177,0.9927354378570443,0.06229070034517351,0.9377092996548263
44.0,0.7333333333333333,注入尾管水泥浆,0.07355904379590629,0.008550133950983484,5.4768572860750415e-05,0.001970161546458434,0.0019026233861168737,150.8899280575539,0.0,26.241726618705027,0.16546762589909914,0.0150304997392289,101.40787285547466,0.9999999984446645,0.9914634196893091,0.06816214647054562,0.9318378535294544
